image_names,cumulative deformation(mm),degraded strength(KN),times(s)
LS27_to_LS28_RS3_0047,133.07651972500014,43.82287620002505,1669
LS27_to_LS28_RS3_0048,133.27649686000015,43.79386757928543,1670
LS27_to_LS28_RS3_0049,133.47663595000014,43.7648354654041,1671
LS27_to_LS28_RS3_0050,133.67383123700014,43.73623037866644,1672
LS27_to_LS28_RS3_0051,133.87170351100013,43.707527088406025,1673
LS27_to_LS28_RS3_0052,134.07012069400014,43.67874475381627,1674
LS27_to_LS28_RS3_0053,134.27006681800015,43.64974063152262,1675
LS27_to_LS28_RS3_0054,134.47463043800013,43.62006669670151,1676
LS27_to_LS28_RS3_0055,134.68121791000013,43.59009918254143,1677
LS27_to_LS28_RS3_0056,134.88850775200012,43.560029782808535,1678
LS27_to_LS28_RS3_0057,134.94621257100013,43.551659139788676,1679
LS28_to_LS29_RS3_0001,134.96617306800013,43.548763676328576,1680
LS28_to_LS29_RS3_0002,134.96636734300014,43.54873549485776,1681
LS28_to_LS29_RS3_0003,135.03610544300014,43.53861930785467,1682
LS28_to_LS29_RS3_0004,135.21822238600015,43.51220148098788,1683
LS28_to_LS29_RS3_0005,135.39731111700016,43.48622292560795,1684
LS28_to_LS29_RS3_0006,135.58664706800016,43.45875791169556,1685
LS28_to_LS29_RS3_0007,135.76939957400015,43.432247890258516,1686
LS28_to_LS29_RS3_0008,135.96264956600015,43.40421510678123,1687
LS28_to_LS29_RS3_0009,136.15519403800016,43.37628466581477,1688
LS28_to_LS29_RS3_0010,136.34094496400016,43.34933969450909,1689
LS28_to_LS29_RS3_0011,136.53332377100017,43.32143328485579,1690
LS28_to_LS29_RS3_0012,136.72350811400017,43.29384520346488,1691
LS28_to_LS29_RS3_0013,136.91127359500018,43.266608001440154,1692
LS28_to_LS29_RS3_0014,137.1002323750002,43.239197699835216,1693
LS28_to_LS29_RS3_0015,137.29075032700018,43.21156122522697,1694
LS28_to_LS29_RS3_0016,137.4731980300002,43.185095418417895,1695
LS28_to_LS29_RS3_0017,137.6609787280002,43.1578560090199,1696
LS28_to_LS29_RS3_0018,137.8411110980002,43.13172606369261,1697
LS28_to_LS29_RS3_0019,138.0181782260002,43.106040761412395,1698
LS28_to_LS29_RS3_0020,138.2064540230002,43.07872953310811,1699
LS28_to_LS29_RS3_0021,138.3899938840002,43.05210529820069,1700
LS28_to_LS29_RS3_0022,138.5794805220002,43.02461842567915,1701
LS28_to_LS29_RS3_0023,138.7656482410002,42.99761299451108,1702
LS28_to_LS29_RS3_0024,138.93896456000022,42.97247178341283,1703
LS28_to_LS29_RS3_0025,139.12632744700022,42.94529298154799,1704
LS28_to_LS29_RS3_0026,139.30145433100023,42.919889130456376,1705
LS28_to_LS29_RS3_0027,139.47128442900024,42.895253629487456,1706
LS28_to_LS29_RS3_0028,139.65907773500024,42.86801239117692,1707
LS28_to_LS29_RS3_0029,139.84315861800025,42.84130967578717,1708
LS28_to_LS29_RS3_0030,140.02793965900025,42.81450539569665,1709
LS28_to_LS29_RS3_0031,140.21152135400024,42.78787509236226,1710
LS28_to_LS29_RS3_0032,140.40761207200023,42.759430234058726,1711
LS28_to_LS29_RS3_0033,140.58782994000023,42.73328788641826,1712
LS28_to_LS29_RS3_0034,140.78224944900023,42.70508545317026,1713
LS28_to_LS29_RS3_0035,140.97359223700022,42.6773293281095,1714
LS28_to_LS29_RS3_0036,141.15872892400023,42.6504734581213,1715
LS28_to_LS29_RS3_0037,141.35531596900023,42.62195660277817,1716
LS28_to_LS29_RS3_0038,141.54464595000022,42.594492454872125,1717
LS28_to_LS29_RS3_0039,141.73980132600022,42.56618327698695,1718
LS28_to_LS29_RS3_0040,141.92392733200023,42.53947401606892,1719
LS28_to_LS29_RS3_0041,142.11965121400024,42.51108237088096,1720
LS28_to_LS29_RS3_0042,142.31098500000024,42.483327551647506,1721
LS28_to_LS29_RS3_0043,142.51373781500024,42.45391629163408,1722
LS28_to_LS29_RS3_0044,142.70567866600024,42.42607341174134,1723
LS28_to_LS29_RS3_0045,142.89434476200023,42.39870556678603,1724
LS28_to_LS29_RS3_0046,143.10009957200023,42.36885883831558,1725
LS28_to_LS29_RS3_0047,143.28839488900024,42.341544778446185,1726
LS28_to_LS29_RS3_0048,143.49138759100023,42.31209872049947,1727
LS28_to_LS29_RS3_0049,143.68366787200023,42.28420660299695,1728
LS28_to_LS29_RS3_0050,143.88230572900022,42.25539225750569,1729
LS28_to_LS29_RS3_0051,144.07981463600024,42.22674167714879,1730
LS28_to_LS29_RS3_0052,144.28314682300024,42.19724637361401,1731
LS28_to_LS29_RS3_0053,144.48914512900024,42.16736432368986,1732
LS28_to_LS29_RS3_0054,144.69637539500025,42.13730356603292,1733
LS28_to_LS29_RS3_0055,144.90029226200025,42.10772344899997,1734
LS28_to_LS29_RS3_0056,145.10657326400025,42.07780039128236,1735
LS28_to_LS29_RS3_0057,145.32041419100025,42.04678069320562,1736
LS28_to_LS29_RS3_0058,145.51763359800026,42.018172107628295,1737
LS29_to_LS30_RS3_0000,145.52217174400025,42.017513805587036,1737
LS29_to_LS30_RS3_0001,145.55153081600025,42.01325498777312,1738
LS29_to_LS30_RS3_0002,145.78122546200026,41.97993555417019,1739
LS29_to_LS30_RS3_0003,146.00449218100027,41.94754855365011,1740
LS29_to_LS30_RS3_0004,146.23492993300027,41.91412132532293,1741
LS29_to_LS30_RS3_0005,146.46779795600028,41.88034156264361,1742
LS29_to_LS30_RS3_0006,146.7042885010003,41.84603631805446,1743
LS29_to_LS30_RS3_0007,146.94743160200028,41.8107660557699,1744
LS29_to_LS30_RS3_0008,147.18561367000027,41.77621543938274,1745
LS29_to_LS30_RS3_0009,147.42351655600027,41.74170532104929,1746
LS29_to_LS30_RS3_0010,147.66092611500028,41.70726676457636,1747
LS29_to_LS30_RS3_0011,147.89164221700028,41.67379915888513,1748
LS29_to_LS30_RS3_0012,148.12732873800027,41.63961054576629,1749
LS29_to_LS30_RS3_0013,148.36592394200028,41.605000000000004,1750
LS29_to_LS30_RS3_0014,148.77597612500028,41.604477440431964,1751
LS29_to_LS30_RS3_0015,148.99545476100027,41.6041977427106,1752
LS29_to_LS30_RS3_0016,149.20446358700028,41.603931387435935,1753
LS29_to_LS30_RS3_0017,149.43860341700028,41.603633005879885,1754
LS29_to_LS30_RS3_0018,149.66602395200027,41.603343187214215,1755
LS29_to_LS30_RS3_0019,149.90765171000027,41.60303526324238,1756
LS29_to_LS30_RS3_0020,150.13076480500027,41.60275093386339,1757
LS29_to_LS30_RS3_0021,150.37039018100026,41.60244556167378,1758
LS29_to_LS30_RS3_0022,150.60856251900026,41.60214204119706,1759
LS29_to_LS30_RS3_0023,150.85505216800027,41.601827921360986,1760
LS29_to_LS30_RS3_0024,151.09327616200028,41.60152433505523,1761
LS29_to_LS30_RS3_0025,151.33897369500028,41.601211224670664,1762
LS29_to_LS30_RS3_0026,151.42435302000027,41.60110241953551,1763
LS29_to_LS30_RS3_0027,151.65985302000027,41.60080230461507,1764
LS29_to_LS30_RS3_0028,151.94615302000028,41.60043745152922,1765
LS29_to_LS30_RS3_0029,152.1871530200003,41.60013032755544,1766
LS29_to_LS30_RS3_0030,152.42915302000029,41.59982192920833,1767
LS29_to_LS30_RS3_0031,153.1031530200003,41.59896300158043,1768
LS29_to_LS30_RS3_0032,153.39215302000028,41.59859470768657,1769
LS29_to_LS30_RS3_0033,153.63415302000027,41.59828630933946,1770
LS29_to_LS30_RS3_0034,153.92715302000028,41.59791291795226,1771
LS29_to_LS30_RS3_0035,154.26815302000028,41.59747835664496,1772
LS29_to_LS30_RS3_0037,154.7521530200003,41.596861559950746,1774
LS29_to_LS30_RS3_0038,154.9911530200003,41.59655698472364,1775
LS29_to_LS30_RS3_0039,155.2371530200003,41.59624348888319,1776
LS29_to_LS30_RS3_0040,155.72088297400032,41.595627036328395,1777
LS29_to_LS30_RS3_0041,155.98134296000032,41.59529511306736,1778
LS29_to_LS30_RS3_0042,156.23147614200033,41.59497635000997,1779
LS29_to_LS30_RS3_0043,156.48059996600034,41.59465887325152,1780
LS29_to_LS30_RS3_0044,156.74318919100034,41.59432423654507,1781
LS29_to_LS30_RS3_0045,157.00871696600035,41.59398585502887,1782
LS29_to_LS30_RS3_0046,157.26099253300035,41.59366436177317,1783
LS29_to_LS30_RS3_0047,157.52299898600035,41.593330467735825,1784
LS29_to_LS30_RS3_0048,157.78644437800034,41.592994739952985,1785
LS30_to_LS31_RS3_0000,157.80951954100033,41.59296533358056,1785
LS30_to_LS31_RS3_0001,157.87575935400034,41.59288091932914,1786
LS30_to_LS31_RS3_0002,158.09746312300032,41.59259838595762,1787
LS30_to_LS31_RS3_0003,158.33764986200032,41.592292298381984,1788
LS30_to_LS31_RS3_0004,158.5692534040003,41.591997149003724,1789
LS30_to_LS31_RS3_0005,158.8134385430003,41.591685965973745,1790
LS30_to_LS31_RS3_0006,159.0509130310003,41.59138333481845,1791
LS30_to_LS31_RS3_0007,159.2907809990003,41.59107765347607,1792
LS30_to_LS31_RS3_0008,159.5338142140003,41.59076793842732,1793
LS30_to_LS31_RS3_0009,159.7763704220003,41.59045883126356,1794
LS30_to_LS31_RS3_0010,160.0184856980003,41.59015028601179,1795
LS30_to_LS31_RS3_0011,160.2591505390003,41.58984358915571,1796
LS30_to_LS31_RS3_0012,160.5043126690003,41.58953116107445,1797
LS30_to_LS31_RS3_0013,160.73716415300032,41.58923442135218,1798
LS30_to_LS31_RS3_0014,160.9650703330003,41.58894398379347,1799
LS30_to_LS31_RS3_0015,161.19356672300032,41.588652794086876,1800
LS30_to_LS31_RS3_0016,161.43638579000032,41.58834335194262,1801
LS30_to_LS31_RS3_0017,161.67274980600033,41.58804213594324,1802
LS30_to_LS31_RS3_0018,161.90749692200032,41.5877429804781,1803
LS30_to_LS31_RS3_0019,162.13867767300033,41.58744836989342,1804
LS30_to_LS31_RS3_0020,162.38209594000034,41.58713816414467,1805
LS30_to_LS31_RS3_0021,162.60899058600035,41.58684901565791,1806
LS30_to_LS31_RS3_0022,162.84251064500035,41.5865514239215,1807
LS30_to_LS31_RS3_0023,163.07071966500035,41.586260600431565,1808
LS30_to_LS31_RS3_0024,163.31081454500034,41.58595462991858,1809
LS30_to_LS31_RS3_0025,163.54563145700035,41.58565538550728,1810
LS30_to_LS31_RS3_0026,163.77940390200035,41.58535747213688,1811
LS30_to_LS31_RS3_0027,164.01324867300036,41.58505946659615,1812
LS30_to_LS31_RS3_0028,164.25745212600037,41.58474826022729,1813
LS30_to_LS31_RS3_0029,164.49314804500037,41.58444789563291,1814
LS30_to_LS31_RS3_0030,164.73370359500038,41.584141338054366,1815
LS30_to_LS31_RS3_0031,164.97503028400038,41.58383379775684,1816
LS30_to_LS31_RS3_0032,165.21013845400037,41.58353418217411,1817
LS30_to_LS31_RS3_0033,165.45300747300038,41.58322467637236,1818
LS30_to_LS31_RS3_0034,165.6930846910004,41.58291872836736,1819
LS30_to_LS31_RS3_0035,165.9351312600004,41.58261027067396,1820
LS30_to_LS31_RS3_0036,166.1792247420004,41.58229920444921,1821
LS30_to_LS31_RS3_0037,166.4244293310004,41.58198672225933,1822
LS30_to_LS31_RS3_0038,166.6673086620004,41.58167720331624,1823
LS30_to_LS31_RS3_0039,166.9100355730004,41.581367878613136,1824
LS30_to_LS31_RS3_0040,167.1610169230004,41.58104803467307,1825
LS30_to_LS31_RS3_0041,167.3985785040004,41.58074529252878,1826
LS30_to_LS31_RS3_0042,167.65499982400038,41.580418516036005,1827
LS30_to_LS31_RS3_0043,167.90151775000038,41.580104360164476,1828
LS30_to_LS31_RS3_0044,168.1547067750004,41.57978170282226,1829
LS30_to_LS31_RS3_0045,168.4043571330004,41.57946355506291,1830
LS30_to_LS31_RS3_0046,168.6555421580004,41.57914345156485,1831
LS30_to_LS31_RS3_0047,168.9097430400004,41.57881950473906,1832
LS30_to_LS31_RS3_0048,169.1656988630004,41.57849332146325,1833
LS30_to_LS31_RS3_0049,169.42396217300038,41.57816419758753,1834
LS30_to_LS31_RS3_0050,169.68127486200038,41.57783628515787,1835
LS30_to_LS31_RS3_0051,169.94540601300037,41.57749968346205,1836
LS30_to_LS31_RS3_0052,170.21085544700037,41.577161401781524,1837
LS30_to_LS31_RS3_0053,170.47676378200038,41.5768225352898,1838
LS30_to_LS31_RS3_0054,170.75148010500038,41.57647244413304,1839
LS30_to_LS31_RS3_0055,171.0204030530004,41.576129735898895,1840
LS30_to_LS31_RS3_0056,171.29367313200038,41.57578148779692,1841
LS30_to_LS31_RS3_0057,171.56269151600037,41.575438657941675,1842
LS30_to_LS31_RS3_0058,171.84317957000036,41.575081211444825,1843
LS30_to_LS31_RS3_0059,171.84431214900036,41.57507976811635,1844
LS31_to_LS32_RS3_0000,171.85499863200036,41.57506614954737,1844
LS31_to_LS32_RS3_0001,171.97343784200035,41.57491521377631,1845
LS31_to_LS32_RS3_0002,172.20895816400036,41.57461507295806,1846
LS31_to_LS32_RS3_0003,172.44607620900035,41.574312896044226,1847
LS31_to_LS32_RS3_0004,172.68097459700036,41.57401354780208,1848
LS31_to_LS32_RS3_0005,172.92098343100037,41.573707686943834,1849
LS31_to_LS32_RS3_0006,173.16277390300036,41.57339955561362,1850
LS31_to_LS32_RS3_0007,173.40945464900037,41.57308519224862,1851
LS31_to_LS32_RS3_0008,173.65472971500037,41.57277262024473,1852
LS31_to_LS32_RS3_0009,173.9012989200004,41.5724583990246,1853
LS31_to_LS32_RS3_0010,174.1441437330004,41.572148924070326,1854
LS31_to_LS32_RS3_0011,174.3943221610004,41.57183010335265,1855
LS31_to_LS32_RS3_0012,174.6327403180004,41.57152626961075,1856
LS31_to_LS32_RS3_0013,174.8734386780004,41.57121953003895,1857
LS31_to_LS32_RS3_0014,175.1091141280004,41.57091919152972,1858
LS31_to_LS32_RS3_0015,175.35605021400042,41.57060450276623,1859
LS31_to_LS32_RS3_0016,175.59170025400041,41.57030419663882,1860
LS31_to_LS32_RS3_0017,175.8304031760004,41.57,1861
LS31_to_LS32_RS3_0018,176.0621062890004,41.53975370771086,1862
LS31_to_LS32_RS3_0019,176.27876959000042,41.5114706974158,1863
LS31_to_LS32_RS3_0020,176.50844856900042,41.48148863355158,1864
LS31_to_LS32_RS3_0021,176.74389192400042,41.45075409381811,1865
LS31_to_LS32_RS3_0022,176.97811853900043,41.42017838610552,1866
LS31_to_LS32_RS3_0023,177.22323893200044,41.3881806155244,1867
LS31_to_LS32_RS3_0024,177.46422474400043,41.35672256900567,1868
LS31_to_LS32_RS3_0025,177.70608337300044,41.32515058583001,1869
LS31_to_LS32_RS3_0026,177.94779122400044,41.29359828506344,1870
LS31_to_LS32_RS3_0027,178.19037642500044,41.26193145590666,1871
LS31_to_LS32_RS3_0028,178.43520058900043,41.22997235476248,1872
LS31_to_LS32_RS3_0029,178.67464719400044,41.19871523478381,1873
LS31_to_LS32_RS3_0030,178.92485623200045,41.16605319758135,1874
LS31_to_LS32_RS3_0031,179.17140279200046,41.13386925658854,1875
LS31_to_LS32_RS3_0032,179.42336007300045,41.10097900549596,1876
LS31_to_LS32_RS3_0033,179.66474967200045,41.0694682490267,1877
LS31_to_LS32_RS3_0034,179.91560843700046,41.036721397112444,1878
LS31_to_LS32_RS3_0035,180.16317706000046,41.00440403703935,1879
LS31_to_LS32_RS3_0036,180.40808299100047,40.97243426211289,1880
LS31_to_LS32_RS3_0037,180.65781075200047,40.93983505032794,1881
LS31_to_LS32_RS3_0038,180.90116836000047,40.90806739193505,1882
LS31_to_LS32_RS3_0039,181.15542404900046,40.87487710896431,1883
LS31_to_LS32_RS3_0040,181.39942169100047,40.843025901174144,1884
LS31_to_LS32_RS3_0041,181.65131915400048,40.81014345866336,1885
LS31_to_LS32_RS3_0042,181.90307727800047,40.77727920532608,1886
LS31_to_LS32_RS3_0043,182.15227108900046,40.744749694839314,1887
LS31_to_LS32_RS3_0044,182.39293499500047,40.713333669607394,1888
LS31_to_LS32_RS3_0045,182.64118857300048,40.68092689619467,1889
LS31_to_LS32_RS3_0046,182.89684341400047,40.6475539693233,1890
LS31_to_LS32_RS3_0047,183.14950338400047,40.61457198991249,1891
LS31_to_LS32_RS3_0048,183.39132947700045,40.58300425395368,1892
LS31_to_LS32_RS3_0049,183.64454934700046,40.5499491857577,1893
LS31_to_LS32_RS3_0050,183.90679642500046,40.51571571487135,1894
LS31_to_LS32_RS3_0051,184.15820943300048,40.48289651263102,1895
LS31_to_LS32_RS3_0052,184.40928342200047,40.45012156559139,1896
LS31_to_LS32_RS3_0053,184.65607486600047,40.417905657686504,1897
LS31_to_LS32_RS3_0054,184.91784694300046,40.383734192954925,1898
LS31_to_LS32_RS3_0055,185.17071251600046,40.35072537433444,1899
LS31_to_LS32_RS3_0056,185.42908168800045,40.31699812141309,1900
LS31_to_LS32_RS3_0057,185.68427192200045,40.283685843874125,1901
LS31_to_LS32_RS3_0058,185.78819340900046,40.270120037052514,1902
LS32_to_LS33_RS3_0001,185.81756016700047,40.26628652987796,1903
LS32_to_LS33_RS3_0002,185.82826125500046,40.26488962056902,1904
LS32_to_LS33_RS3_0003,185.83512406900044,40.263993755703495,1905
LS32_to_LS33_RS3_0004,185.88391939200045,40.257624063114164,1906
LS32_to_LS33_RS3_0005,186.12010502000044,40.226792627806766,1907
LS32_to_LS33_RS3_0006,186.35218253900044,40.19649746093341,1908
LS32_to_LS33_RS3_0007,186.58519792800044,40.166079865449646,1909
LS32_to_LS33_RS3_0008,186.82258979400044,40.13509096904194,1910
LS32_to_LS33_RS3_0009,187.06212910700043,40.103821747053814,1911
LS32_to_LS33_RS3_0010,187.30476288400044,40.07214857683464,1912
LS32_to_LS33_RS3_0011,187.54462109300044,40.040837726482096,1913
LS32_to_LS33_RS3_0012,187.79050003700044,40.008740935413215,1914
LS32_to_LS33_RS3_0013,188.03091043400045,39.97735800299223,1915
LS32_to_LS33_RS3_0014,188.27247469400044,39.945824446450985,1916
LS32_to_LS33_RS3_0015,188.51509997900044,39.91415238476899,1917
LS32_to_LS33_RS3_0016,188.75344194100043,39.883039463781095,1918
LS32_to_LS33_RS3_0017,188.98147418700043,39.85327236279327,1919
LS32_to_LS33_RS3_0018,189.22487475300042,39.821499096706084,1920
LS32_to_LS33_RS3_0019,189.4698909870004,39.78951492293649,1921
LS32_to_LS33_RS3_0020,189.7090100890004,39.758300554871404,1922
LS32_to_LS33_RS3_0021,189.9475709260004,39.72715906216024,1923
LS32_to_LS33_RS3_0022,190.1836349060004,39.69634350666092,1924
LS32_to_LS33_RS3_0023,190.4173744580004,39.66583137966448,1925
LS32_to_LS33_RS3_0024,190.6557009710004,39.63472047537357,1926
LS32_to_LS33_RS3_0025,190.8892362990004,39.60423500757354,1927
LS32_to_LS33_RS3_0026,191.1239377130004,39.573597320075066,1928
LS32_to_LS33_RS3_0027,191.3584418570004,39.542985384004794,1929
LS32_to_LS33_RS3_0028,191.6107332540004,39.51005151774424,1930
LS32_to_LS33_RS3_0029,191.8440309780004,39.47959706653238,1931
LS32_to_LS33_RS3_0030,192.09585768300042,39.44672386070004,1932
LS32_to_LS33_RS3_0031,192.33273983100042,39.415801502369504,1933
LS32_to_LS33_RS3_0032,192.57584482100043,39.3840668204773,1934
LS32_to_LS33_RS3_0033,192.81303661000044,39.353104041920766,1935
LS32_to_LS33_RS3_0034,193.05763787100045,39.321174038310936,1936
LS32_to_LS33_RS3_0035,193.30025378600044,39.28950319977936,1937
LS32_to_LS33_RS3_0036,193.54155644200043,39.25800379276224,1938
LS32_to_LS33_RS3_0037,193.79248489500043,39.22524784384627,1939
LS32_to_LS33_RS3_0038,194.03508430000042,39.19357916051355,1940
LS32_to_LS33_RS3_0039,194.28186110200042,39.16136516396068,1941
LS32_to_LS33_RS3_0040,194.52771904800042,39.1292711139497,1942
LS32_to_LS33_RS3_0041,194.77983389000042,39.09636029500199,1943
LS32_to_LS33_RS3_0042,195.01829028400041,39.065232436175435,1944
LS32_to_LS33_RS3_0043,195.26757237900043,39.03269140118373,1945
LS32_to_LS33_RS3_0044,195.51809743100043,38.99998811183024,1946
LS32_to_LS33_RS3_0045,195.75910121800044,38.96852771887302,1947
LS32_to_LS33_RS3_0046,196.01466979000043,38.935166053470496,1948
LS32_to_LS33_RS3_0047,196.25972993400043,38.903176147733475,1949
LS32_to_LS33_RS3_0048,196.51426816000043,38.86994898266576,1950
LS32_to_LS33_RS3_0049,196.7652541220004,38.83718552658254,1951
LS32_to_LS33_RS3_0050,197.01254883700042,38.8049039221854,1952
LS32_to_LS33_RS3_0051,197.26801798400044,38.771555235622785,1953
LS32_to_LS33_RS3_0052,197.52635220900044,38.737832544647816,1954
LS32_to_LS33_RS3_0053,197.78264089800044,38.7043768758934,1955
LS32_to_LS33_RS3_0054,198.04182714900043,38.67054296229781,1956
LS32_to_LS33_RS3_0055,198.29669861000042,38.63727229706697,1957
LS32_to_LS33_RS3_0056,198.55683064500042,38.60331492177535,1958
LS32_to_LS33_RS3_0057,198.81911131400042,38.56907706595351,1959
LS32_to_LS33_RS3_0058,199.0803607230004,38.534973829779126,1960
LS32_to_LS33_RS3_0059,199.3411881490004,38.50092567884289,1961
LS32_to_LS33_RS3_0060,199.6084892490004,38.46603246098695,1962
LS33_to_LS34_RS3_0001,199.8400600220004,38.43580344422886,1963
LS33_to_LS34_RS3_0002,199.84810126600038,38.434753748291484,1964
LS33_to_LS34_RS3_0003,199.84983715100037,38.43452714760231,1965
LS33_to_LS34_RS3_0004,200.01026834800038,38.41358461983938,1966
LS33_to_LS34_RS3_0005,200.2867376960004,38.37749458807276,1967
LS33_to_LS34_RS3_0006,200.57655056300038,38.339662706701205,1968
LS33_to_LS34_RS3_0007,200.86017069700037,38.30263921849262,1969
LS33_to_LS34_RS3_0008,201.15259682000038,38.26446620530035,1970
LS33_to_LS34_RS3_0009,201.4502880270004,38.22560589331642,1971
LS33_to_LS34_RS3_0010,201.7521469970004,38.18620152572504,1972
LS33_to_LS34_RS3_0011,202.0459441460004,38.147849540172004,1973
LS33_to_LS34_RS3_0012,202.3378491450004,38.10974455398472,1974
LS33_to_LS34_RS3_0013,202.6291194520004,38.07172241985539,1975
LS33_to_LS34_RS3_0014,202.9200989140004,38.033738252341045,1976
LS33_to_LS34_RS3_0015,203.2009054180004,37.99708205257443,1977
LS33_to_LS34_RS3_0016,203.49341858700038,37.95889767648451,1978
LS33_to_LS34_RS3_0017,203.77307396600037,37.92239174342239,1979
LS33_to_LS34_RS3_0018,204.05951513600036,37.885000000000005,1980
LS33_to_LS34_RS3_0019,204.33652979900035,37.87533088417317,1981
LS33_to_LS34_RS3_0020,204.59974763800034,37.866143342454556,1982
LS33_to_LS34_RS3_0021,204.87986301400034,37.856365997146945,1983
LS33_to_LS34_RS3_0022,205.17042447100033,37.84622403443594,1984
LS33_to_LS34_RS3_0023,205.45329234000033,37.83635061416486,1985
LS33_to_LS34_RS3_0024,205.73888166100033,37.82638220240733,1986
LS33_to_LS34_RS3_0025,206.03415527200033,37.81607576333855,1987
LS33_to_LS34_RS3_0026,206.31744002200034,37.80618779195804,1988
LS33_to_LS34_RS3_0027,206.61173927400034,37.79591536260531,1989
LS33_to_LS34_RS3_0028,206.91177371600034,37.7854427481223,1990
LS33_to_LS34_RS3_0029,207.20445315600034,37.77522685783387,1991
LS33_to_LS34_RS3_0030,207.49429893500033,37.76510987565423,1992
LS33_to_LS34_RS3_0031,207.78641397300032,37.75491368565261,1993
LS33_to_LS34_RS3_0032,208.09137946800033,37.744268954206234,1994
LS33_to_LS34_RS3_0033,208.38669224500032,37.73396114805968,1995
LS33_to_LS34_RS3_0034,208.68038774300032,37.72370979256381,1996
LS33_to_LS34_RS3_0035,208.97883647000032,37.7132925269993,1997
LS33_to_LS34_RS3_0036,209.26874342300033,37.703173409559064,1998
LS33_to_LS34_RS3_0037,209.57419597500032,37.6925116775305,1999
LS33_to_LS34_RS3_0038,209.86928377300032,37.68221172421016,2000
LS33_to_LS34_RS3_0039,210.1613661010003,37.67201667594153,2001
LS33_to_LS34_RS3_0040,210.4640345790003,37.661452121202004,2002
LS33_to_LS34_RS3_0041,210.7602960460003,37.651111201308346,2003
LS33_to_LS34_RS3_0042,211.05641058900028,37.64077540975396,2004
LS33_to_LS34_RS3_0043,211.35413559400027,37.63038340549428,2005
LS33_to_LS34_RS3_0044,211.64941029500028,37.62007692837937,2006
LS33_to_LS34_RS3_0045,211.94634692600027,37.609712442083676,2007
LS33_to_LS34_RS3_0046,212.25151708000027,37.59906056707474,2008
LS33_to_LS34_RS3_0047,212.55191368800027,37.58857531129338,2009
LS33_to_LS34_RS3_0048,212.84641168400026,37.578295944839425,2010
LS33_to_LS34_RS3_0049,213.15142498100025,37.567649544878215,2011
LS33_to_LS34_RS3_0050,213.45614127800025,37.557013511615175,2012
LS33_to_LS34_RS3_0051,213.76127679400025,37.5463628456355,2013
LS33_to_LS34_RS3_0052,214.05746437800025,37.53602450460636,2014
LS33_to_LS34_RS3_0053,214.37238391400024,37.525032330268935,2015
LS33_to_LS34_RS3_0054,214.66886408600024,37.5146837765412,2016
LS33_to_LS34_RS3_0055,214.97384203700025,37.50403861032178,2017
LS33_to_LS34_RS3_0056,215.27188681600026,37.49363544444411,2018
LS33_to_LS34_RS3_0057,215.36568500700025,37.49036144600914,2019
LS34_to_LS35_RS3_0001,215.38965469900026,37.489524790917415,2020
LS34_to_LS35_RS3_0002,215.39760401800027,37.4892473222617,2021
LS34_to_LS35_RS3_0003,215.47827187300027,37.486431634366156,2022
LS34_to_LS35_RS3_0004,215.74368198400026,37.47716757203429,2023
LS34_to_LS35_RS3_0005,216.02242419800027,37.467438156544844,2024
LS34_to_LS35_RS3_0006,216.31489003600026,37.457229721971785,2025
LS34_to_LS35_RS3_0007,216.59831070600026,37.44733700634341,2026
LS34_to_LS35_RS3_0008,216.88095158800027,37.4374715089872,2027
LS34_to_LS35_RS3_0009,217.16046812600027,37.42771506594491,2028
LS34_to_LS35_RS3_0010,217.45042132200027,37.41759433440629,2029
LS34_to_LS35_RS3_0011,217.73700365200025,37.40759126195992,2030
LS34_to_LS35_RS3_0012,218.02613935700026,37.397499064705656,2031
LS34_to_LS35_RS3_0013,218.30635694900027,37.387718151578454,2032
LS34_to_LS35_RS3_0014,218.58742925000027,37.37790740508348,2033
LS34_to_LS35_RS3_0015,218.88223231400028,37.36761739032017,2034
LS34_to_LS35_RS3_0016,219.18062758600027,37.3572019905868,2035
LS34_to_LS35_RS3_0017,219.46167437200026,37.34739213468544,2036
LS34_to_LS35_RS3_0018,219.75072103300025,37.33730304548597,2037
LS34_to_LS35_RS3_0019,220.02918704800024,37.327583270641874,2038
LS34_to_LS35_RS3_0020,220.31512115100023,37.31760282436944,2039
LS34_to_LS35_RS3_0021,220.60129168900022,37.307614125402445,2040
LS34_to_LS35_RS3_0022,220.88116360600023,37.29784527796005,2041
LS34_to_LS35_RS3_0023,221.17148229300022,37.28771178906493,2042
LS34_to_LS35_RS3_0024,221.4707862760002,37.27726467103977,2043
LS34_to_LS35_RS3_0025,221.7503709130002,37.267505851021795,2044
LS34_to_LS35_RS3_0026,222.0461631450002,37.25718130963863,2045
LS34_to_LS35_RS3_0027,222.3361947710002,37.24705784052379,2046
LS34_to_LS35_RS3_0028,222.6255118400002,37.236959312812125,2047
LS34_to_LS35_RS3_0029,222.9145209170002,37.22687153547118,2048
LS34_to_LS35_RS3_0030,223.2167780860002,37.216321337352056,2049
LS34_to_LS35_RS3_0031,223.5073583790002,37.20617871717598,2050
LS34_to_LS35_RS3_0032,223.7960345120002,37.196102561148024,2051
LS34_to_LS35_RS3_0033,224.0961655630002,37.18562657455612,2052
LS34_to_LS35_RS3_0034,224.3876035910002,37.17545401539062,2053
LS34_to_LS35_RS3_0035,224.67207240700017,37.16552471453254,2054
