image_names,cumulative deformation(mm),degraded strength(KN),times(s)
LS16_to_LS17_RS3_0015,38.92757989900005,51.917133094711765,899
LS16_to_LS17_RS3_0016,39.005510986000054,51.89912795555576,900
LS16_to_LS17_RS3_0017,39.082887291000056,51.881250992811715,901
LS16_to_LS17_RS3_0018,39.16328425000005,51.862676140461524,902
LS16_to_LS17_RS3_0019,39.24471124400005,51.8438633096072,903
LS16_to_LS17_RS3_0020,39.32217161600005,51.82596692408731,904
LS16_to_LS17_RS3_0021,39.39315144500005,51.80956779830052,905
LS16_to_LS17_RS3_0022,39.464360787000054,51.793115646004516,906
LS16_to_LS17_RS3_0023,39.543389954000055,51.77485680727924,907
LS16_to_LS17_RS3_0024,39.62228712600005,51.75662846457853,908
LS16_to_LS17_RS3_0025,39.69098155900005,51.740757354947945,909
LS16_to_LS17_RS3_0026,39.75552160500005,51.72584607173481,910
LS16_to_LS17_RS3_0027,39.825132346000046,51.709763258999786,911
LS16_to_LS17_RS3_0028,39.88526108000005,51.69587116196097,912
LS16_to_LS17_RS3_0029,39.94895253700005,51.68115593610593,913
LS16_to_LS17_RS3_0030,40.009771372000046,51.66710439865617,914
LS16_to_LS17_RS3_0031,40.080117354000045,51.65085171639889,915
LS16_to_LS17_RS3_0032,40.16492039600004,51.63125888597857,916
LS16_to_LS17_RS3_0033,40.23544254100004,51.61496550315555,917
LS16_to_LS17_RS3_0034,40.31510872400004,51.59655948873742,918
LS16_to_LS17_RS3_0035,40.39469822300004,51.578171191332416,919
LS16_to_LS17_RS3_0036,40.46922136800004,51.56095342050794,920
LS16_to_LS17_RS3_0037,40.55281303700004,51.541640464785566,921
LS16_to_LS17_RS3_0038,40.641058438000044,51.52125231435617,922
LS16_to_LS17_RS3_0039,40.72094421800004,51.50279556441393,923
LS16_to_LS17_RS3_0040,40.80146380400004,51.4841923804148,924
LS16_to_LS17_RS3_0041,40.88811034800004,51.464173628692436,925
LS16_to_LS17_RS3_0042,40.97174261600004,51.44485129300793,926
LS16_to_LS17_RS3_0043,41.06721925500004,51.422792442842756,927
LS16_to_LS17_RS3_0044,41.14397693400004,51.40505840697993,928
LS16_to_LS17_RS3_0045,41.236123772000035,51.38376887150899,929
LS16_to_LS17_RS3_0046,41.31963877100004,51.36447362956518,930
LS16_to_LS17_RS3_0047,41.40782382400003,51.34409942189188,931
LS16_to_LS17_RS3_0048,41.50388446800003,51.32190564365502,932
LS16_to_LS17_RS3_0049,41.60087244500003,51.299497615106105,933
LS16_to_LS17_RS3_0050,41.68223642700003,51.280699342496405,934
LS16_to_LS17_RS3_0051,41.76906794400003,51.260637854752595,935
LS16_to_LS17_RS3_0052,41.86782228000003,51.23782172796177,936
LS16_to_LS17_RS3_0053,41.968519345000026,51.21455675453819,937
LS16_to_LS17_RS3_0054,42.049357554000025,51.19587995612311,938
LS16_to_LS17_RS3_0055,42.144944737000024,51.17379556595613,939
LS16_to_LS17_RS3_0056,42.23736737500003,51.152442309862636,940
LS16_to_LS17_RS3_0057,42.342226473000025,51.12821574349557,941
LS16_to_LS17_RS3_0058,42.434240739000025,51.10695683735882,942
LS16_to_LS17_RS3_0059,42.53238101600002,51.08428258229302,943
LS16_to_LS17_RS3_0060,42.62663866100002,51.06250536757584,944
LS16_to_LS17_RS3_0061,42.723600154000025,51.04010345787017,945
LS16_to_LS17_RS3_0062,42.823805720000024,51.01695204000227,946
LS16_to_LS17_RS3_0063,42.93137193700002,50.99210002291736,947
LS16_to_LS17_RS3_0064,43.03136041100002,50.96899876182028,948
LS16_to_LS17_RS3_0065,43.137238338000024,50.9445368059748,949
LS17_to_LS18_RS3_0000,43.15405319000003,50.9406519153387,949
LS17_to_LS18_RS3_0001,43.184149965000024,50.933698379299585,950
LS17_to_LS18_RS3_0002,43.262654959000024,50.915560645106154,951
LS17_to_LS18_RS3_0003,43.350949820000025,50.89516106747592,952
LS17_to_LS18_RS3_0004,43.437990388000024,50.87505128074784,953
LS17_to_LS18_RS3_0005,43.524004205000026,50.855178713791034,954
LS17_to_LS18_RS3_0006,43.61183326500002,50.83488675447009,955
LS17_to_LS18_RS3_0007,43.70278520300002,50.813873287787686,956
LS17_to_LS18_RS3_0008,43.78137362600002,50.795716278221455,957
LS17_to_LS18_RS3_0009,43.867008290000015,50.775931310485824,958
LS17_to_LS18_RS3_0010,43.950160785000016,50.756719821190885,959
LS17_to_LS18_RS3_0011,44.033502687000016,50.7374645714465,960
LS17_to_LS18_RS3_0012,44.11020704500002,50.719742854827025,961
LS17_to_LS18_RS3_0013,44.196995635000015,50.6996912849047,962
LS17_to_LS18_RS3_0014,44.27581917900002,50.68147995316119,963
LS17_to_LS18_RS3_0015,44.352549343000014,50.66375227434307,964
LS17_to_LS18_RS3_0016,44.43964995600001,50.643628614863786,965
LS17_to_LS18_RS3_0017,44.509041779000015,50.627596380777234,966
LS17_to_LS18_RS3_0018,44.585383338000014,50.60995848496319,967
LS17_to_LS18_RS3_0019,44.66177300000001,50.592309475468554,968
LS17_to_LS18_RS3_0020,44.73566781200001,50.57523687422322,969
LS17_to_LS18_RS3_0021,44.81533748800001,50.556830052785024,970
LS17_to_LS18_RS3_0022,44.88818248500001,50.540000000000006,971
LS17_to_LS18_RS3_0023,44.959275176000006,50.54320572068733,972
LS17_to_LS18_RS3_0024,45.014039200000006,50.54567514704029,973
LS17_to_LS18_RS3_0025,45.06671183900001,50.548050268394164,974
LS17_to_LS18_RS3_0026,45.14168625800001,50.55143102445542,975
LS17_to_LS18_RS3_0027,45.21889128400001,50.55491236333192,976
LS17_to_LS18_RS3_0028,45.28667454600001,50.557968854824814,977
LS17_to_LS18_RS3_0029,45.35501540400001,50.56105048950763,978
LS17_to_LS18_RS3_0030,45.44048415900001,50.56490445750588,979
LS17_to_LS18_RS3_0031,45.52079168800001,50.56852569484325,980
LS17_to_LS18_RS3_0032,45.59289563100001,50.571777015034705,981
LS17_to_LS18_RS3_0033,45.68419742000001,50.57589400694584,982
LS17_to_LS18_RS3_0034,45.77670494300001,50.58006536796823,983
LS17_to_LS18_RS3_0035,45.85617274400001,50.583648740183556,984
LS17_to_LS18_RS3_0036,45.94373794600001,50.587597241437244,985
LS17_to_LS18_RS3_0037,46.03087947200002,50.59152663823872,986
LS17_to_LS18_RS3_0038,46.120475141000014,50.59556669756926,987
LS17_to_LS18_RS3_0039,46.204419836000014,50.59935194245967,988
LS17_to_LS18_RS3_0040,46.28649988900001,50.603053106675254,989
LS17_to_LS18_RS3_0041,46.38487503800001,50.607489051437405,990
LS17_to_LS18_RS3_0042,46.45996760900001,50.6108751352237,991
LS17_to_LS18_RS3_0043,46.55177905600001,50.61501510869835,992
LS17_to_LS18_RS3_0044,46.63911225500001,50.618953148443175,993
LS17_to_LS18_RS3_0045,46.735386647000006,50.62329436560282,994
LS17_to_LS18_RS3_0046,46.82524936600001,50.627346466786015,995
LS17_to_LS18_RS3_0047,46.914401303000005,50.63136651729664,996
LS17_to_LS18_RS3_0048,47.001580440000005,50.635297610058124,997
LS17_to_LS18_RS3_0049,47.097161046000004,50.63960754293099,998
LS17_to_LS18_RS3_0050,47.184642059000005,50.64355224792356,999
LS17_to_LS18_RS3_0051,47.27316772300001,50.64754405845221,1000
LS17_to_LS18_RS3_0052,47.364239008000006,50.65165065644758,1001
LS17_to_LS18_RS3_0053,47.45288596,50.6556479361102,1002
LS17_to_LS18_RS3_0054,47.552883462000004,50.66015703622068,1003
LS17_to_LS18_RS3_0055,47.640675785000006,50.66411577884346,1004
LS17_to_LS18_RS3_0056,47.73353747800001,50.66830311014465,1005
LS17_to_LS18_RS3_0057,47.81577092500001,50.67201119122205,1006
LS17_to_LS18_RS3_0058,47.91072594500001,50.67629291509124,1007
LS17_to_LS18_RS3_0059,48.00274736800001,50.680442356830454,1008
LS17_to_LS18_RS3_0060,48.09090362300001,50.684417509921374,1009
LS17_to_LS18_RS3_0061,48.19658963000001,50.68918311682464,1010
LS17_to_LS18_RS3_0062,48.284834011000015,50.69316224370439,1011
LS17_to_LS18_RS3_0063,48.39003986100001,50.697906199306985,1012
LS17_to_LS18_RS3_0064,48.48168007000001,50.702038451295905,1013
LS17_to_LS18_RS3_0065,48.58706196300001,50.7067903450519,1014
LS17_to_LS18_RS3_0066,48.68110419900001,50.711030909548576,1015
LS17_to_LS18_RS3_0067,48.76553953300001,50.714838278395334,1016
LS17_to_LS18_RS3_0068,48.87584819500001,50.71981233064727,1017
LS17_to_LS18_RS3_0069,48.96989523000001,50.72405311154107,1018
LS17_to_LS18_RS3_0070,49.064949755000015,50.7283393223024,1019
LS17_to_LS18_RS3_0071,49.16728095600001,50.732953653865756,1020
LS17_to_LS18_RS3_0072,49.267637227000016,50.73747893163373,1021
LS17_to_LS18_RS3_0073,49.340039687000015,50.74074371259181,1022
LS18_to_LS19_RS3_0000,49.36750402000001,50.741982137797315,1022
LS18_to_LS19_RS3_0001,49.371865954000015,50.74217882668142,1023
LS18_to_LS19_RS3_0002,49.46524497300001,50.74638948531256,1024
LS18_to_LS19_RS3_0003,49.55154892200001,50.75028111398516,1025
LS18_to_LS19_RS3_0004,49.63752277400001,50.75415785788174,1026
LS18_to_LS19_RS3_0005,49.721177462000014,50.75793002573952,1027
LS18_to_LS19_RS3_0006,49.808752978000015,50.76187899207341,1028
LS18_to_LS19_RS3_0007,49.89845928000002,50.7659240400813,1029
LS18_to_LS19_RS3_0008,49.98850419100002,50.76998435668939,1030
LS18_to_LS19_RS3_0009,50.07948325200002,50.7740867961084,1031
LS18_to_LS19_RS3_0010,50.16139066400002,50.777780175574,1032
LS18_to_LS19_RS3_0011,50.257888373000014,50.78213146257228,1033
LS18_to_LS19_RS3_0012,50.33962939100002,50.78581733897842,1034
LS18_to_LS19_RS3_0013,50.433329104000016,50.790042458384306,1035
LS18_to_LS19_RS3_0014,50.52107819000002,50.79399925135877,1036
LS18_to_LS19_RS3_0015,50.61437905600002,50.79820638590488,1037
LS18_to_LS19_RS3_0016,50.69661642400002,50.8019146437885,1038
LS18_to_LS19_RS3_0017,50.78566149300002,50.805929875393645,1039
LS18_to_LS19_RS3_0018,50.870830138000024,50.80977031079351,1040
LS18_to_LS19_RS3_0019,50.95792352200002,50.81369753676979,1041
LS18_to_LS19_RS3_0020,51.03748544700002,50.81728515323652,1042
LS18_to_LS19_RS3_0021,51.12447830600002,50.82120784632667,1043
LS18_to_LS19_RS3_0022,51.211897986000025,50.82514978568378,1044
LS18_to_LS19_RS3_0023,51.29219391300003,50.82877049986229,1045
LS18_to_LS19_RS3_0024,51.37225577700003,50.83238065964216,1046
LS18_to_LS19_RS3_0025,51.45510452400003,50.836116485905606,1047
LS18_to_LS19_RS3_0026,51.53087823200003,50.83953328360836,1048
LS18_to_LS19_RS3_0027,51.607414824000024,50.84298448137371,1049
LS18_to_LS19_RS3_0028,51.69451382300002,50.84691196054228,1050
LS18_to_LS19_RS3_0029,51.77534876600002,50.850556980098986,1051
LS18_to_LS19_RS3_0030,51.85637341800002,50.85421055403811,1052
LS18_to_LS19_RS3_0031,51.92594801800002,50.8573478207725,1053
LS18_to_LS19_RS3_0032,51.99488914400002,50.86045652281651,1054
LS18_to_LS19_RS3_0033,52.06231310500002,50.863496812662895,1055
LS18_to_LS19_RS3_0034,52.117912666000024,50.866003915156796,1056
LS18_to_LS19_RS3_0035,52.20040709400002,50.869723764422716,1057
LS18_to_LS19_RS3_0036,52.26903663900002,50.872818416616546,1058
LS18_to_LS19_RS3_0037,52.35201504400002,50.87656008943507,1059
LS18_to_LS19_RS3_0038,52.42046438600002,50.87964661589224,1060
LS18_to_LS19_RS3_0039,52.49637791500002,50.88306971842135,1061
LS18_to_LS19_RS3_0040,52.583965274000015,50.887019218781305,1062
LS18_to_LS19_RS3_0041,52.660711636000016,50.890479875522246,1063
LS18_to_LS19_RS3_0042,52.74808578400002,50.8944197617446,1064
LS18_to_LS19_RS3_0043,52.82715697600002,50.89798525001633,1065
LS18_to_LS19_RS3_0044,52.90529202100002,50.90150852542817,1066
LS18_to_LS19_RS3_0045,52.990160895000024,50.90533544351588,1067
LS18_to_LS19_RS3_0046,53.078899288000024,50.90933684644773,1068
LS18_to_LS19_RS3_0047,53.164584789000024,50.91320058798426,1069
LS18_to_LS19_RS3_0048,53.246402846000024,50.916889938242804,1070
LS18_to_LS19_RS3_0049,53.33343054200002,50.9208142022074,1071
LS18_to_LS19_RS3_0050,53.424526038000025,50.92492189192827,1072
LS18_to_LS19_RS3_0051,53.510317474000026,50.92879041029932,1073
LS18_to_LS19_RS3_0052,53.606215988000024,50.93311467832026,1074
LS18_to_LS19_RS3_0053,53.691264262000026,50.936949685935645,1075
LS18_to_LS19_RS3_0054,53.782962248000025,50.94108454321242,1076
LS18_to_LS19_RS3_0055,53.86775061700003,50.9449078311584,1077
LS18_to_LS19_RS3_0056,53.96641672300003,50.94935689579069,1078
LS18_to_LS19_RS3_0057,54.05823597600003,50.95349722125449,1079
LS18_to_LS19_RS3_0058,54.151009935000026,50.95768059644297,1080
LS18_to_LS19_RS3_0059,54.241902041000024,50.96177911487602,1081
LS18_to_LS19_RS3_0060,54.330471553000024,50.965772902604286,1082
LS18_to_LS19_RS3_0061,54.42849882600002,50.97019316089748,1083
LS18_to_LS19_RS3_0062,54.52047970100002,50.974340774241114,1084
LS18_to_LS19_RS3_0063,54.61439396800002,50.978575568343324,1085
LS18_to_LS19_RS3_0064,54.709472721000026,50.98286287159672,1086
LS18_to_LS19_RS3_0065,54.80255142400003,50.98705998834051,1087
LS18_to_LS19_RS3_0066,54.90808761600003,50.99181883976669,1088
LS18_to_LS19_RS3_0067,54.99737882600003,50.99584517039319,1089
LS18_to_LS19_RS3_0068,55.09113369000003,51.000072776675,1090
LS18_to_LS19_RS3_0069,55.19110947000003,51.00458089729429,1091
LS18_to_LS19_RS3_0070,55.28682988900003,51.008897134632775,1092
LS18_to_LS19_RS3_0071,55.39219910700003,51.013648456846056,1093
LS18_to_LS19_RS3_0072,55.49845002700003,51.01843953687835,1094
LS18_to_LS19_RS3_0073,55.593574026000034,51.022728880370146,1095
LS18_to_LS19_RS3_0074,55.70301767800004,51.02766392748087,1096
LS18_to_LS19_RS3_0075,55.80763810500004,51.032381485114904,1097
LS18_to_LS19_RS3_0076,55.91146141000004,51.037063098822074,1098
LS18_to_LS19_RS3_0077,56.018604646000036,51.04189441528121,1099
LS18_to_LS19_RS3_0078,56.128765744000034,51.04686181355844,1100
LS18_to_LS19_RS3_0079,56.24234700600003,51.05198343430686,1101
LS18_to_LS19_RS3_0080,56.33800635600003,51.05629691791422,1102
LS19_to_LS20_RS3_0001,56.39524299600003,51.05887783978312,1103
LS19_to_LS20_RS3_0002,56.47134503900003,51.06230944280956,1104
LS19_to_LS20_RS3_0003,56.55444582700003,51.066056634137915,1105
LS19_to_LS20_RS3_0004,56.64696761400003,51.070228638354415,1106
LS19_to_LS20_RS3_0005,56.73438223400003,51.074170349545355,1107
LS19_to_LS20_RS3_0006,56.83091059500003,51.07852301870753,1108
LS19_to_LS20_RS3_0007,56.91384984500003,51.082262925943795,1109
LS19_to_LS20_RS3_0008,57.00088029200003,51.08618731395684,1110
LS19_to_LS20_RS3_0009,57.083157430000036,51.08989736515438,1111
LS19_to_LS20_RS3_0010,57.17690584600003,51.09412468068215,1112
LS19_to_LS20_RS3_0011,57.261759370000036,51.0979509066057,1113
LS19_to_LS20_RS3_0012,57.34991195900004,51.10192589438889,1114
LS19_to_LS20_RS3_0013,57.43227827000004,51.105639966586715,1115
LS19_to_LS20_RS3_0014,57.51675329100004,51.10944912500473,1116
LS19_to_LS20_RS3_0015,57.60041786700005,51.11322173873347,1117
LS19_to_LS20_RS3_0016,57.68939887400005,51.11723408164674,1118
LS19_to_LS20_RS3_0017,57.76854604300005,51.12080299588305,1119
LS19_to_LS20_RS3_0018,57.84769810100005,51.124372130574756,1120
LS19_to_LS20_RS3_0019,57.93577657100005,51.12834377617454,1121
LS19_to_LS20_RS3_0020,58.01688465700005,51.13200111233024,1122
LS19_to_LS20_RS3_0021,58.09825365900005,51.13567021374347,1123
LS19_to_LS20_RS3_0022,58.18414576500005,51.13954327153899,1124
LS19_to_LS20_RS3_0023,58.26177888800005,51.14304391422001,1125
LS19_to_LS20_RS3_0024,58.33430832400005,51.146314420796074,1126
LS19_to_LS20_RS3_0025,58.41604275100005,51.15,1127
LS19_to_LS20_RS3_0026,58.49053346500005,51.133125416144686,1128
LS19_to_LS20_RS3_0027,58.56236008200005,51.116854337421906,1129
LS19_to_LS20_RS3_0028,58.61967747800005,51.10387007195802,1130
LS19_to_LS20_RS3_0029,58.69578726100005,51.08662871600266,1131
LS19_to_LS20_RS3_0030,58.76491375400005,51.07096930370662,1132
LS19_to_LS20_RS3_0031,58.84748394500005,51.05226445397221,1133
LS19_to_LS20_RS3_0032,58.91887348000005,51.03609238862256,1134
LS19_to_LS20_RS3_0033,59.00766040700005,51.0159792447894,1135
LS19_to_LS20_RS3_0034,59.09406978700005,50.99640469313863,1136
LS19_to_LS20_RS3_0035,59.171098529000055,50.978955162903915,1137
LS19_to_LS20_RS3_0036,59.25621460100005,50.95967358782868,1138
LS19_to_LS20_RS3_0037,59.34346206600005,50.93990918250554,1139
LS19_to_LS20_RS3_0038,59.43789193300005,50.91851772814067,1140
LS19_to_LS20_RS3_0039,59.520759643000055,50.89974548061874,1141
LS19_to_LS20_RS3_0040,59.606675855000056,50.88028264765509,1142
LS19_to_LS20_RS3_0041,59.703895333000055,50.85825925513021,1143
LS19_to_LS20_RS3_0042,59.78787216600006,50.83923575496129,1144
LS19_to_LS20_RS3_0043,59.88653599100006,50.81688517058578,1145
LS19_to_LS20_RS3_0044,59.972832239000056,50.79733624703438,1146
LS19_to_LS20_RS3_0045,60.056957260000054,50.77827917743515,1147
LS19_to_LS20_RS3_0046,60.154693736000056,50.75613866794849,1148
LS19_to_LS20_RS3_0047,60.24228179600006,50.7362971067145,1149
LS19_to_LS20_RS3_0048,60.33951455300006,50.71427070606167,1150
LS19_to_LS20_RS3_0049,60.431218429000054,50.69349677784533,1151
LS19_to_LS20_RS3_0050,60.520537102000056,50.67326317614588,1152
LS19_to_LS20_RS3_0051,60.616893925000056,50.65143520320223,1153
LS19_to_LS20_RS3_0052,60.70666620800006,50.63109884399689,1154
LS19_to_LS20_RS3_0053,60.80421476200006,50.609000904991525,1155
LS19_to_LS20_RS3_0054,60.897416334000056,50.58788769963064,1156
LS19_to_LS20_RS3_0055,60.992636149000056,50.56631729619881,1157
LS19_to_LS20_RS3_0056,61.081917268000055,50.54609220170902,1158
LS19_to_LS20_RS3_0057,61.18085546200005,50.52367946377841,1159
LS19_to_LS20_RS3_0058,61.272752452000056,50.50286178892291,1160
LS19_to_LS20_RS3_0059,61.36742087300006,50.481416294272194,1161
LS19_to_LS20_RS3_0060,61.46412594400006,50.45950943176281,1162
LS19_to_LS20_RS3_0061,61.55081450800006,50.4398716358019,1163
LS19_to_LS20_RS3_0062,61.64313966900006,50.41895696620631,1164
LS19_to_LS20_RS3_0063,61.73655861700006,50.39779451806947,1165
LS19_to_LS20_RS3_0064,61.836883965000055,50.375067544373934,1166
LS19_to_LS20_RS3_0065,61.92344184000005,50.35545935374731,1167
LS19_to_LS20_RS3_0066,62.01830396300005,50.33396997925619,1168
LS19_to_LS20_RS3_0067,62.118844663000054,50.311194221286925,1169
LS19_to_LS20_RS3_0068,62.202000850000054,50.29235662428631,1170
LS19_to_LS20_RS3_0069,62.30159052700005,50.26979630414144,1171
LS19_to_LS20_RS3_0070,62.394404560000055,50.24877088904328,1172
LS19_to_LS20_RS3_0071,62.49024506800006,50.22705987833955,1173
LS19_to_LS20_RS3_0072,62.58439931000006,50.205730862054885,1174
LS19_to_LS20_RS3_0073,62.68821917900006,50.18221226502159,1175
LS19_to_LS20_RS3_0074,62.778408621000054,50.16178140565444,1176
LS19_to_LS20_RS3_0075,62.88100261400005,50.13854050964248,1177
LS19_to_LS20_RS3_0076,62.97886899600005,50.11637057219666,1178
LS19_to_LS20_RS3_0077,63.070742919000054,50.095558122771344,1179
LS19_to_LS20_RS3_0078,63.164541879000055,50.07430958948354,1180
LS19_to_LS20_RS3_0079,63.26824040700006,50.05081848015669,1181
LS19_to_LS20_RS3_0080,63.36533415000006,50.02882357072302,1182
LS20_to_LS21_RS3_0000,63.37472893700006,50.02669534409554,1182
LS20_to_LS21_RS3_0001,63.39213625700006,50.022752016595206,1183
LS20_to_LS21_RS3_0002,63.47942289500006,50.00297873730593,1184
LS20_to_LS21_RS3_0003,63.56912216700006,49.982658917480805,1185
LS20_to_LS21_RS3_0004,63.65656906100006,49.96284933496439,1186
LS20_to_LS21_RS3_0005,63.74541292500006,49.9427232930379,1187
LS20_to_LS21_RS3_0006,63.83592384700006,49.92221960793279,1188
LS20_to_LS21_RS3_0007,63.92268520800006,49.90256532106966,1189
LS20_to_LS21_RS3_0008,64.01307641200006,49.88208875600839,1190
LS20_to_LS21_RS3_0009,64.10698023500007,49.86081646782026,1191
LS20_to_LS21_RS3_0010,64.18766972100006,49.84253765929992,1192
LS20_to_LS21_RS3_0011,64.28572914000006,49.82032399265794,1193
LS20_to_LS21_RS3_0012,64.37230953900006,49.800710699608395,1194
LS20_to_LS21_RS3_0013,64.47194683600006,49.778139591975524,1195
LS20_to_LS21_RS3_0014,64.55658659700006,49.75896591692539,1196
LS20_to_LS21_RS3_0015,64.64443133600007,49.73906620950006,1197
LS20_to_LS21_RS3_0016,64.73252750700007,49.71910954450056,1198
LS20_to_LS21_RS3_0017,64.82272546500008,49.698676755980784,1199
LS20_to_LS21_RS3_0018,64.91383425700008,49.678037633759985,1200
LS20_to_LS21_RS3_0019,65.00330037100008,49.65777063185016,1201
LS20_to_LS21_RS3_0020,65.09122150800007,49.6378536177783,1202
LS20_to_LS21_RS3_0021,65.17975374000008,49.617798170695565,1203
LS20_to_LS21_RS3_0022,65.26625222200008,49.59820343452662,1204
LS20_to_LS21_RS3_0023,65.35115905900008,49.578969258024486,1205
LS20_to_LS21_RS3_0024,65.44479457200008,49.55775775082972,1206
LS20_to_LS21_RS3_0025,65.52439139700007,49.53972646577479,1207
LS20_to_LS21_RS3_0026,65.60418362200008,49.5216509162269,1208
LS20_to_LS21_RS3_0027,65.68117847500008,49.50420906295945,1209
LS20_to_LS21_RS3_0028,65.78059534500008,49.48168788925385,1210
LS20_to_LS21_RS3_0029,65.85261757400008,49.465372498013174,1211
LS20_to_LS21_RS3_0030,65.94062098900008,49.4454368452824,1212
LS20_to_LS21_RS3_0031,66.01737882200008,49.42804868479959,1213
LS20_to_LS21_RS3_0032,66.10571132300008,49.40803848332302,1214
LS20_to_LS21_RS3_0033,66.18166539700007,49.39083240055053,1215
LS20_to_LS21_RS3_0034,66.25538418900007,49.37413268228341,1216
LS20_to_LS21_RS3_0035,66.32038837800008,49.35940710671399,1217
LS20_to_LS21_RS3_0036,66.38742260200007,49.34422166179982,1218
LS20_to_LS21_RS3_0037,66.45843357600008,49.32813535290217,1219
LS20_to_LS21_RS3_0038,66.54152966700008,49.30931136961174,1220
LS20_to_LS21_RS3_0039,66.61790348000008,49.292010202223025,1221
LS20_to_LS21_RS3_0040,66.69491387600009,49.27456482795754,1222
LS20_to_LS21_RS3_0041,66.77575349900009,49.25625200849463,1223
LS20_to_LS21_RS3_0042,66.85669083200008,49.23791705451991,1224
LS20_to_LS21_RS3_0043,66.94523711300009,49.217858424879026,1225
LS20_to_LS21_RS3_0044,67.0292374730001,49.19882959507486,1226
LS20_to_LS21_RS3_0045,67.1180070810001,49.17872037456183,1227
LS20_to_LS21_RS3_0046,67.1979444200001,49.1606119519452,1228
LS20_to_LS21_RS3_0047,67.2837670420001,49.14117032017857,1229
LS20_to_LS21_RS3_0048,67.37710776000009,49.1200255936962,1230
LS20_to_LS21_RS3_0049,67.46059337700008,49.10111337002253,1231
LS20_to_LS21_RS3_0050,67.55366031700008,49.080030663214444,1232
LS20_to_LS21_RS3_0051,67.63592546100008,49.06139491660584,1233
LS20_to_LS21_RS3_0052,67.71780689000009,49.04284609399886,1234
LS20_to_LS21_RS3_0053,67.8156717980001,49.02067649046225,1235
LS20_to_LS21_RS3_0054,67.90559354200009,49.00030627345045,1236
LS20_to_LS21_RS3_0055,67.9965416890001,48.97970354257802,1237
LS20_to_LS21_RS3_0056,68.0842066460001,48.959844561657675,1238
LS20_to_LS21_RS3_0057,68.1705872540001,48.94027652780625,1239
LS20_to_LS21_RS3_0058,68.26876554800009,48.9180359320875,1240
LS20_to_LS21_RS3_0059,68.3656313490001,48.89609265897447,1241
LS20_to_LS21_RS3_0060,68.4645462930001,48.87368518792953,1242
LS20_to_LS21_RS3_0061,68.5538596210001,48.85345279704745,1243
LS20_to_LS21_RS3_0062,68.6459995480001,48.832580089013206,1244
LS20_to_LS21_RS3_0063,68.7459341200001,48.8099416388668,1245
LS20_to_LS21_RS3_0064,68.8415058910001,48.78829150588593,1246
LS20_to_LS21_RS3_0065,68.93236407400009,48.76770915480289,1247
LS20_to_LS21_RS3_0066,69.0250087970001,48.746722093959086,1248
LS20_to_LS21_RS3_0067,69.1232584310001,48.72446533739629,1249
LS20_to_LS21_RS3_0068,69.2247160750001,48.70148186161109,1250
LS20_to_LS21_RS3_0069,69.32228236600011,48.679379904594924,1251
LS20_to_LS21_RS3_0070,69.41474109900011,48.65843497657122,1252
LS20_to_LS21_RS3_0071,69.51159884300012,48.636493528632286,1253
LS20_to_LS21_RS3_0072,69.60988532500012,48.614228424791925,1254
LS20_to_LS21_RS3_0073,69.71044143700013,48.591449175500415,1255
LS20_to_LS21_RS3_0074,69.81111044700013,48.56864435111819,1256
LS20_to_LS21_RS3_0075,69.90714635400013,48.54688907614804,1257
LS20_to_LS21_RS3_0076,70.01033105600013,48.52351436522119,1258
LS20_to_LS21_RS3_0077,70.11676571000012,48.49940343383672,1259
LS20_to_LS21_RS3_0078,70.21705023900013,48.47668570698017,1260
LS20_to_LS21_RS3_0079,70.31375917800013,48.45477796824224,1261
LS21_to_LS22_RS3_0001,70.31690913600012,48.45406439969715,1262
LS21_to_LS22_RS3_0002,70.41888915900012,48.43096258797763,1263
LS21_to_LS22_RS3_0003,70.54904540400011,48.40147794012548,1264
LS21_to_LS22_RS3_0004,70.68301646300011,48.37112911209196,1265
LS21_to_LS22_RS3_0005,70.80653873500012,48.34314727616992,1266
LS21_to_LS22_RS3_0006,70.94286876300012,48.31226406447882,1267
LS21_to_LS22_RS3_0007,71.07537165600012,48.2822478240787,1268
LS21_to_LS22_RS3_0008,71.20646080100012,48.25255184385459,1269
LS21_to_LS22_RS3_0009,71.33783227000012,48.2227919080076,1270
LS21_to_LS22_RS3_0010,71.46096102900012,48.19489921565475,1271
LS21_to_LS22_RS3_0011,71.59209672000011,48.16519269123878,1272
LS21_to_LS22_RS3_0012,71.71935061500011,48.136365520618654,1273
LS21_to_LS22_RS3_0013,71.8442271490001,48.108076900045845,1274
LS21_to_LS22_RS3_0014,71.9779921650001,48.07777474749298,1275
LS21_to_LS22_RS3_0015,72.0975033780001,48.05070154766543,1276
LS21_to_LS22_RS3_0016,72.2209868270001,48.022728506423086,1277
LS21_to_LS22_RS3_0017,72.34339080800011,47.995000000000005,1278
LS21_to_LS22_RS3_0018,72.4630264320001,47.9960826478792,1279
LS21_to_LS22_RS3_0019,72.5707467640001,47.9970574677956,1280
LS21_to_LS22_RS3_0020,72.66705474300011,47.99792901111796,1281
LS21_to_LS22_RS3_0021,72.7922385880001,47.99906186786888,1282
LS21_to_LS22_RS3_0022,72.9135033420001,48.00015925863218,1283
LS21_to_LS22_RS3_0023,73.0339449130001,48.001249199964455,1284
LS21_to_LS22_RS3_0024,73.1628733740001,48.00241594378375,1285
LS21_to_LS22_RS3_0025,73.2835647080001,48.003508145357365,1286
