load_step_names,image_names,Fh [kN],u [mm],Fv_total [kN],Fv_s [kN],Fv_n [kN],lv1 [mm],lv2 [mm],lv3 [mm],lv4 [mm],lv5 [mm],lv6 [mm],lv7 [mm],lv8 [mm],lv9 [mm],lv10 [mm],lv11 [mm],lv12 [mm],lv13 [mm],lv14 [mm]
RS3_LS19_to_LS20,LS19_to_LS20_RS3_0053,32.5,0.8111388,-82.14,-56.65,-25.49,0.8241,0.6633,-1.987,-1.193,-0.05508,-0.1175,-0.0799,-0.2378,-0.1718,0.1198,0.0152,0.224,-0.00725,-0.02946
RS3_LS19_to_LS20,LS19_to_LS20_RS3_0054,33.32,0.904340372,-82.1,-57.02,-25.08,0.9164,0.7537,-1.964,-1.188,-0.0548,-0.1176,-0.08085,-0.2226,-0.1722,0.1181,0.01367,0.2239,-0.00796,-0.02965
RS3_LS19_to_LS20,LS19_to_LS20_RS3_0055,34.15,0.999560187,-82.1,-57.42,-24.68,1.01,0.8466,-1.938,-1.18,-0.05425,-0.1174,-0.08113,-0.2052,-0.1724,0.1171,0.01248,0.2242,-0.0082,-0.02941
RS3_LS19_to_LS20,LS19_to_LS20_RS3_0056,34.95,1.088841306,-82.12,-57.83,-24.29,1.099,0.9376,-1.913,-1.173,-0.05402,-0.1174,-0.08199,-0.1873,-0.1732,0.1162,0.01103,0.224,-0.00875,-0.02948
RS3_LS19_to_LS20,LS19_to_LS20_RS3_0057,35.57,1.1877795,-82.13,-58.14,-23.99,1.193,1.03,-1.89,-1.163,-0.05361,-0.1172,-0.08233,-0.1673,-0.1737,0.1157,0.00932,0.2242,-0.00884,-0.029
RS3_LS19_to_LS20,LS19_to_LS20_RS3_0058,36.37,1.27967649,-82.13,-58.52,-23.61,1.283,1.121,-1.868,-1.153,-0.0531,-0.1174,-0.08315,-0.1488,-0.1748,0.1152,0.00764,0.2241,-0.00938,-0.02867
RS3_LS19_to_LS20,LS19_to_LS20_RS3_0059,37.13,1.374344911,-82.13,-58.88,-23.25,1.372,1.213,-1.843,-1.142,-0.05275,-0.1172,-0.0838,-0.1288,-0.1753,0.1149,0.00642,0.2242,-0.00953,-0.02798
RS3_LS19_to_LS20,LS19_to_LS20_RS3_0060,37.89,1.471049982,-82.13,-59.25,-22.88,1.456,1.306,-1.817,-1.131,-0.05263,-0.1172,-0.08457,-0.1081,-0.1759,0.1144,0.0051,0.2241,-0.00995,-0.02732
RS3_LS19_to_LS20,LS19_to_LS20_RS3_0061,38.63,1.557738546,-82.13,-59.61,-22.52,1.541,1.398,-1.79,-1.12,-0.05242,-0.1172,-0.08518,-0.08855,-0.1764,0.1141,0.00394,0.2243,-0.01009,-0.0264
RS3_LS19_to_LS20,LS19_to_LS20_RS3_0062,39.39,1.650063707,-82.12,-59.96,-22.16,1.627,1.488,-1.753,-1.107,-0.05242,-0.1173,-0.08604,-0.06845,-0.1771,0.1136,0.00267,0.2243,-0.01049,-0.02542
RS3_LS19_to_LS20,LS19_to_LS20_RS3_0063,40.11,1.743482655,-82.11,-60.31,-21.8,1.714,1.58,-1.724,-1.094,-0.05227,-0.1171,-0.08663,-0.05075,-0.1776,0.1134,0.00171,0.2245,-0.0106,-0.02412
RS3_LS19_to_LS20,LS19_to_LS20_RS3_0064,40.82,1.843808003,-82.11,-60.66,-21.45,1.791,1.671,-1.685,-1.081,-0.0523,-0.1173,-0.08755,-0.03462,-0.1785,0.113,0.00064,0.2246,-0.011,-0.02294
RS3_LS19_to_LS20,LS19_to_LS20_RS3_0065,41.54,1.930365878,-82.13,-61.01,-21.12,1.887,1.764,-1.651,-1.067,-0.05229,-0.1172,-0.08824,-0.01864,-0.1792,0.1127,-0.00027,0.2249,-0.01126,-0.02171
RS3_LS19_to_LS20,LS19_to_LS20_RS3_0066,42.25,2.025228001,-82.13,-61.34,-20.79,1.975,1.855,-1.62,-1.054,-0.05233,-0.1173,-0.08916,-0.00442,-0.18,0.1123,-0.00116,0.225,-0.01166,-0.02048
RS3_LS19_to_LS20,LS19_to_LS20_RS3_0067,42.94,2.125768701,-82.14,-61.68,-20.46,2.065,1.946,-1.589,-1.04,-0.05231,-0.1173,-0.08999,0.00959,-0.1809,0.1121,-0.00195,0.2253,-0.01196,-0.01916
RS3_LS19_to_LS20,LS19_to_LS20_RS3_0068,43.61,2.208924888,-82.13,-62,-20.13,2.155,2.038,-1.557,-1.027,-0.05239,-0.1174,-0.09102,0.02296,-0.1818,0.1117,-0.00266,0.2258,-0.01234,-0.0179
RS3_LS19_to_LS20,LS19_to_LS20_RS3_0069,44.27,2.308514565,-82.12,-62.32,-19.8,2.241,2.129,-1.527,-1.013,-0.05229,-0.1172,-0.09178,0.03533,-0.1826,0.1116,-0.0031,0.2267,-0.01259,-0.0166
RS3_LS19_to_LS20,LS19_to_LS20_RS3_0070,44.91,2.401328598,-82.1,-62.62,-19.48,2.329,2.222,-1.493,-0.9406,-0.05233,-0.1173,-0.09271,0.04775,-0.1835,0.1113,-0.00354,0.2275,-0.01319,-0.01554
RS3_LS19_to_LS20,LS19_to_LS20_RS3_0071,45.54,2.497169106,-82.12,-62.93,-19.19,2.425,2.316,-1.457,-0.9265,-0.05224,-0.1171,-0.09338,0.06044,-0.184,0.1111,-0.0037,0.2288,-0.01351,-0.01448
RS3_LS19_to_LS20,LS19_to_LS20_RS3_0072,46.16,2.591323348,-82.12,-63.22,-18.9,2.516,2.41,-1.424,-0.9123,-0.05224,-0.1172,-0.09429,0.07206,-0.1848,0.1109,-0.00391,0.23,-0.01441,-0.01366
RS3_LS19_to_LS20,LS19_to_LS20_RS3_0073,46.75,2.695143217,-82.11,-63.5,-18.61,2.602,2.503,-1.386,-0.8994,-0.05215,-0.1172,-0.09517,0.08245,-0.1853,0.1107,-0.00389,0.2304,-0.01509,-0.01269
RS3_LS19_to_LS20,LS19_to_LS20_RS3_0074,47.28,2.785332659,-82.12,-63.76,-18.36,2.688,2.598,-1.348,-0.8876,-0.05232,-0.1175,-0.09642,0.0925,-0.1861,0.1104,-0.00408,0.2312,-0.01604,-0.01192
RS3_LS19_to_LS20,LS19_to_LS20_RS3_0075,47.78,2.887926652,-82.13,-64.01,-18.12,2.774,2.692,-1.308,-0.8754,-0.05214,-0.1174,-0.09709,0.1041,-0.1863,0.1104,-0.00384,0.2331,-0.0164,-0.01074
RS3_LS19_to_LS20,LS19_to_LS20_RS3_0076,48.26,2.985793034,-82.12,-64.24,-17.88,2.868,2.789,-1.267,-0.8639,-0.05219,-0.1176,-0.09799,0.1151,-0.1866,0.1102,-0.00373,0.2348,-0.01715,-0.00979
RS3_LS19_to_LS20,LS19_to_LS20_RS3_0077,48.69,3.077666957,-82.12,-64.45,-17.67,2.957,2.884,-1.225,-0.8543,-0.05226,-0.1179,-0.09931,0.1249,-0.1872,0.1101,-0.00329,0.237,-0.01816,-0.00902
RS3_LS19_to_LS20,LS19_to_LS20_RS3_0078,49.09,3.171465917,-82.11,-64.64,-17.47,3.046,2.979,-1.171,-0.8448,-0.05226,-0.1183,-0.1004,0.1315,-0.1875,0.11,-0.00236,0.24,-0.01884,-0.00813
RS3_LS19_to_LS20,LS19_to_LS20_RS3_0079,49.47,3.275164445,-82.11,-64.82,-17.29,3.144,3.077,-1.127,-0.8362,-0.05231,-0.1187,-0.1013,0.135,-0.1877,0.1099,-0.00126,0.2434,-0.01959,-0.00742
RS3_LS19_to_LS20,LS19_to_LS20_RS3_0080,49.84,3.372258188,-82.13,-65.05,-17.08,3.227,3.176,-1.076,-0.8317,-0.05224,-0.1189,-0.1023,0.1374,-0.1879,0.1099,0.0003,0.2472,-0.02041,-0.00673
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0000,46.86,3.381652975,-81.97,-63.48,-18.49,3.308,3.258,-1.099,-0.8798,-0.05229,-0.1202,-0.1018,0.1345,-0.1895,0.1082,0.00316,0.2659,-0.0206,-0.00777
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0001,44.78,3.364245655,-81.93,-62.46,-19.47,3.308,3.258,-1.125,-0.8869,-0.05225,-0.1202,-0.1013,0.1303,-0.1893,0.1082,0.00378,0.2661,-0.02045,-0.00823
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0002,42.57,3.276959017,-82.11,-61.49,-20.62,3.256,3.204,-1.181,-0.904,-0.05218,-0.1202,-0.1005,0.1144,-0.1888,0.1076,0.00521,0.2669,-0.02009,-0.00977
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0003,40.65,3.187259745,-82.12,-60.58,-21.54,3.163,3.123,-1.238,-0.9243,-0.05219,-0.1204,-0.09972,0.0937,-0.1887,0.1068,0.00619,0.2677,-0.01971,-0.01133
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0004,38.94,3.099812851,-82.12,-59.76,-22.36,3.074,3.041,-1.293,-0.9449,-0.05241,-0.1207,-0.09903,0.0683,-0.1886,0.106,0.00693,0.2686,-0.01928,-0.01273
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0005,37.39,3.010968987,-82.13,-59.02,-23.11,2.992,2.956,-1.346,-0.9663,-0.05235,-0.1207,-0.098,0.04049,-0.1884,0.1057,0.00784,0.2699,-0.0185,-0.01392
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0006,35.93,2.920458065,-82.12,-58.3,-23.82,2.915,2.869,-1.396,-0.9876,-0.0524,-0.1209,-0.09706,0.01011,-0.1883,0.1054,0.00862,0.2712,-0.01782,-0.01503
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0007,34.53,2.833696704,-82.11,-57.63,-24.48,2.827,2.782,-1.443,-1.008,-0.05222,-0.1207,-0.09573,-0.02143,-0.1879,0.1055,0.00976,0.2731,-0.01671,-0.01574
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0008,33.22,2.7433055,-82.15,-57.01,-25.14,2.746,2.695,-1.49,-1.029,-0.05233,-0.1208,-0.09491,-0.05441,-0.188,0.1053,0.01064,0.2747,-0.01599,-0.01677
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0009,31.92,2.649401677,-82.13,-56.37,-25.76,2.663,2.608,-1.535,-1.05,-0.05231,-0.1208,-0.09402,-0.08671,-0.188,0.1052,0.01166,0.2765,-0.01516,-0.01769
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0010,30.64,2.568712191,-82.14,-55.76,-26.38,2.58,2.523,-1.577,-1.07,-0.05211,-0.1207,-0.09292,-0.1169,-0.1878,0.1052,0.01289,0.2786,-0.01407,-0.01823
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0011,29.33,2.470652772,-82.12,-55.12,-27,2.507,2.44,-1.62,-1.089,-0.05149,-0.1206,-0.09185,-0.1439,-0.1876,0.1052,0.01416,0.2807,-0.01304,-0.01867
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0012,28.06,2.384072373,-82.12,-54.5,-27.62,2.428,2.358,-1.661,-1.108,-0.05086,-0.1206,-0.09112,-0.1697,-0.1877,0.1049,0.01536,0.2827,-0.01238,-0.01918
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0013,26.77,2.284435076,-82.1,-53.88,-28.22,2.344,2.273,-1.7,-1.126,-0.04998,-0.1205,-0.09015,-0.1926,-0.1876,0.1046,0.01675,0.2849,-0.01139,-0.0194
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0014,25.49,2.199795315,-82.11,-53.27,-28.84,2.259,2.189,-1.739,-1.142,-0.04895,-0.1203,-0.08923,-0.2122,-0.1874,0.1042,0.01824,0.2872,-0.01031,-0.01953
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0015,24.22,2.111950576,-82.12,-52.68,-29.44,2.179,2.107,-1.776,-1.158,-0.04785,-0.1202,-0.08838,-0.2266,-0.1872,0.1038,0.01975,0.2896,-0.00935,-0.01979
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0016,22.95,2.023854405,-82.12,-52.05,-30.07,2.092,2.023,-1.812,-1.172,-0.04652,-0.1198,-0.08716,-0.238,-0.1867,0.1036,0.02154,0.2921,-0.00811,-0.01981
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0017,21.62,1.933656447,-82.09,-51.38,-30.71,2.006,1.932,-1.848,-1.186,-0.04536,-0.1198,-0.08639,-0.2476,-0.1866,0.1034,0.02307,0.2941,-0.00733,-0.02003
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0018,20.3,1.842547655,-82.16,-50.79,-31.37,1.916,1.842,-1.883,-1.198,-0.04405,-0.1197,-0.08553,-0.2582,-0.1864,0.1033,0.0248,0.2964,-0.00639,-0.02009
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0019,18.96,1.753081541,-82.14,-50.15,-31.99,1.827,1.754,-1.915,-1.21,-0.04268,-0.1194,-0.08444,-0.2653,-0.1858,0.1034,0.02672,0.2986,-0.00532,-0.02002
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0020,17.61,1.665160404,-82.13,-49.5,-32.63,1.738,1.665,-1.947,-1.221,-0.04148,-0.1193,-0.08381,-0.2727,-0.1856,0.1033,0.02842,0.3005,-0.00459,-0.02014
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0021,16.27,1.576628172,-82.11,-48.83,-33.28,1.655,1.579,-1.977,-1.229,-0.04001,-0.119,-0.08274,-0.2802,-0.1849,0.1036,0.0304,0.3028,-0.00346,-0.02005
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0022,14.93,1.49012969,-82.13,-48.21,-33.92,1.57,1.493,-2.005,-1.238,-0.03868,-0.119,-0.08208,-0.289,-0.1845,0.1049,0.03221,0.3046,-0.00275,-0.02013
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0023,13.6,1.405222853,-82.13,-47.56,-34.57,1.487,1.408,-2.032,-1.245,-0.03703,-0.1188,-0.08115,-0.2996,-0.1839,0.1069,0.03422,0.3065,-0.00179,-0.02008
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0024,12.27,1.31158734,-82.13,-46.92,-35.21,1.406,1.322,-2.056,-1.252,-0.03538,-0.1186,-0.08028,-0.3109,-0.1832,0.1092,0.03631,0.3084,-0.00085,-0.02
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0025,10.96,1.231990515,-82.15,-46.32,-35.83,1.323,1.239,-2.076,-1.258,-0.03396,-0.1188,-0.07972,-0.3228,-0.1827,0.1111,0.03811,0.3097,-0.00033,-0.02012
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0026,9.608,1.15219829,-82.14,-45.66,-36.48,1.243,1.155,-2.1,-1.261,-0.03228,-0.1185,-0.07869,-0.3344,-0.1816,0.1123,0.04036,0.3112,0.00062,-0.0199
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0027,8.296,1.075203437,-82.18,-45.06,-37.12,1.167,1.072,-2.122,-1.264,-0.03082,-0.1184,-0.07796,-0.347,-0.1808,0.1125,0.04234,0.3122,0.00124,-0.01985
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0028,6.936,0.975786567,-82.12,-44.34,-37.78,1.089,0.9878,-2.146,-1.265,-0.02936,-0.1185,-0.07735,-0.3613,-0.1801,0.1126,0.0443,0.3128,0.00171,-0.01978
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0029,5.543,0.903764338,-82.11,-43.66,-38.45,1.009,0.9026,-2.17,-1.265,-0.02784,-0.1185,-0.07663,-0.3767,-0.1792,0.1126,0.04643,0.3133,0.00212,-0.01961
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0030,4.121,0.815760923,-82.13,-43.01,-39.12,0.9295,0.8161,-2.194,-1.264,-0.02637,-0.1185,-0.07595,-0.3919,-0.1783,0.1126,0.0486,0.3135,0.00244,-0.01944
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0031,2.727,0.73900309,-82.17,-42.36,-39.81,0.8501,0.7301,-2.217,-1.26,-0.02507,-0.1184,-0.07517,-0.4065,-0.1773,0.1127,0.05078,0.3136,0.00291,-0.01918
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0032,1.454,0.650670589,-82.14,-41.74,-40.4,0.7743,0.649,-2.237,-1.256,-0.02378,-0.118,-0.07412,-0.4198,-0.1762,0.1129,0.0531,0.3139,0.00348,-0.01874
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0033,0.1839,0.574716515,-82.12,-41.1,-41.02,0.7083,0.5742,-2.256,-1.252,-0.02292,-0.1178,-0.07328,-0.4322,-0.1752,0.1129,0.05522,0.314,0.00387,-0.0185
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0034,-1.05,0.500997723,-82.09,-40.47,-41.62,0.6397,0.4999,-2.274,-1.247,-0.02223,-0.1176,-0.07259,-0.4447,-0.1743,0.1129,0.05717,0.3138,0.00405,-0.01836
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0035,-2.232,0.435993534,-82.15,-39.97,-42.18,0.5697,0.4276,-2.29,-1.243,-0.02181,-0.1175,-0.07192,-0.4564,-0.1735,0.1126,0.05902,0.3135,0.0041,-0.01829
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0036,-3.431,0.36895931,-82.06,-39.3,-42.76,0.5094,0.3574,-2.305,-1.236,-0.02126,-0.1169,-0.07077,-0.4678,-0.1723,0.1122,0.06112,0.3133,0.00458,-0.01798
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0037,-4.744,0.297948336,-82.16,-38.77,-43.39,0.4372,0.2783,-2.32,-1.23,-0.02122,-0.1167,-0.07,-0.4802,-0.1713,0.1114,0.0631,0.3125,0.00454,-0.01803
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0038,-6.102,0.214852245,-82.09,-38.03,-44.06,0.3616,0.1947,-2.337,-1.221,-0.02089,-0.1158,-0.06862,-0.493,-0.17,0.1106,0.06545,0.3117,0.00483,-0.01786
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0039,-7.476,0.138478432,-82.07,-37.35,-44.72,0.2882,0.1122,-2.352,-1.212,-0.02082,-0.1151,-0.06716,-0.5057,-0.1686,0.1098,0.06773,0.311,0.0052,-0.01768
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0040,-8.879,0.061468036,-82.13,-36.73,-45.4,0.2308,0.04478,-2.367,-1.203,-0.02089,-0.1145,-0.06606,-0.5188,-0.1674,0.1087,0.07003,0.3098,0.00524,-0.01773
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0041,-10.27,-0.019371587,-82.11,-36.05,-46.06,0.1536,-0.04389,-2.382,-1.19,-0.02098,-0.1139,-0.06477,-0.5316,-0.1661,0.1077,0.07232,0.3085,0.00535,-0.01779
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0042,-11.66,-0.10030892,-82.13,-35.4,-46.73,0.08021,-0.1281,-2.396,-1.177,-0.02113,-0.1132,-0.06338,-0.5439,-0.1645,0.1068,0.07474,0.3073,0.00567,-0.01775
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0043,-13.04,-0.188855201,-82.13,-34.74,-47.39,0.00243,-0.2172,-2.409,-1.163,-0.02175,-0.1126,-0.06217,-0.5563,-0.1632,0.1058,0.0771,0.3057,0.00573,-0.01793
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0044,-14.39,-0.272855561,-82.11,-34.07,-48.04,-0.08012,-0.311,-2.424,-1.147,-0.02282,-0.1123,-0.06122,-0.5682,-0.162,0.1048,0.07933,0.3038,0.0056,-0.0183
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0045,-15.71,-0.361625169,-82.15,-33.47,-48.68,-0.1572,-0.3988,-2.435,-1.132,-0.02407,-0.1118,-0.06012,-0.5793,-0.1606,0.104,0.08162,0.3021,0.00563,-0.01863
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0046,-16.97,-0.441562508,-82.14,-32.88,-49.26,-0.2384,-0.4905,-2.447,-1.114,-0.02554,-0.1115,-0.05907,-0.5904,-0.1592,0.1033,0.0839,0.3,0.00557,-0.01912
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0047,-18.25,-0.52738513,-82.09,-32.19,-49.9,-0.315,-0.5802,-2.459,-1.093,-0.02707,-0.111,-0.05805,-0.6008,-0.1577,0.1029,0.08614,0.2979,0.00561,-0.0195
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0048,-19.5,-0.620725848,-82.14,-31.65,-50.49,-0.3914,-0.6674,-2.467,-1.074,-0.02874,-0.1103,-0.05684,-0.6102,-0.156,0.1027,0.08854,0.2961,0.00586,-0.02086
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0049,-20.72,-0.704211465,-82.1,-31.02,-51.08,-0.4673,-0.7608,-2.477,-1.05,-0.03053,-0.1099,-0.05594,-0.6201,-0.1545,0.1025,0.09073,0.2938,0.00574,-0.02142
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0050,-21.9,-0.797278405,-82.08,-30.42,-51.66,-0.5478,-0.8547,-2.487,-1.024,-0.03265,-0.1098,-0.05533,-0.6297,-0.1531,0.1021,0.09264,0.2912,0.00544,-0.02214
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0051,-23.08,-0.879543549,-82.11,-29.89,-52.22,-0.6134,-0.9419,-2.496,-0.9985,-0.0347,-0.1095,-0.05455,-0.6389,-0.1515,0.1021,0.09479,0.2889,0.00534,-0.02277
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0052,-24.2,-0.961424978,-82.12,-29.35,-52.77,-0.6773,-1.037,-2.505,-0.9731,-0.03692,-0.1093,-0.05393,-0.6475,-0.1499,0.1021,0.0969,0.2868,0.00535,-0.02337
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0053,-25.3,-1.059289886,-82.13,-28.83,-53.3,-0.7346,-1.13,-2.513,-0.9449,-0.03929,-0.109,-0.05331,-0.6551,-0.1481,0.1022,0.09908,0.2847,0.00552,-0.02395
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0054,-26.39,-1.14921163,-82.08,-28.26,-53.82,-0.7946,-1.225,-2.521,-0.912,-0.04183,-0.1091,-0.05277,-0.6617,-0.1462,0.1023,0.1011,0.2825,0.00568,-0.02466
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0055,-27.47,-1.240159777,-82.12,-27.79,-54.33,-0.8579,-1.319,-2.529,-0.8867,-0.0447,-0.1093,-0.05296,-0.6671,-0.1447,0.1022,0.1029,0.2803,0.0055,-0.0256
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0056,-28.52,-1.327824734,-82.13,-27.29,-54.84,-0.9192,-1.415,-2.536,-0.8523,-0.04792,-0.1097,-0.05295,-0.6713,-0.143,0.1024,0.1048,0.2781,0.00544,-0.02656
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0057,-29.54,-1.414205342,-82.11,-26.78,-55.33,-0.9716,-1.507,-2.542,-0.8231,-0.05121,-0.1102,-0.053,-0.6743,-0.1411,0.1029,0.1067,0.2762,0.0055,-0.02753
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0058,-30.56,-1.512383636,-82.15,-26.32,-55.83,-1.026,-1.602,-2.548,-0.7853,-0.0542,-0.1106,-0.05287,-0.6763,-0.1389,0.1037,0.1088,0.2746,0.00591,-0.02828
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0059,-31.54,-1.609249437,-82.11,-25.81,-56.3,-1.096,-1.711,-2.556,-0.75,-0.05753,-0.1114,-0.05342,-0.6788,-0.1371,0.1044,0.1105,0.2725,0.00576,-0.02951
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0060,-32.52,-1.708164381,-82.14,-25.38,-56.76,-1.122,-1.785,-2.562,-0.7101,-0.06068,-0.1121,-0.05365,-0.6808,-0.1348,0.1053,0.1123,0.2708,0.00599,-0.03052
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0061,-33.47,-1.797477709,-82.11,-24.88,-57.23,-1.257,-1.889,-2.571,-0.668,-0.06379,-0.1129,-0.05427,-0.6833,-0.1328,0.1061,0.1142,0.2689,0.00604,-0.03178
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0062,-34.43,-1.889617636,-82.13,-24.44,-57.69,-1.342,-1.969,-2.576,-0.6247,-0.0667,-0.1138,-0.05475,-0.6857,-0.1304,0.107,0.1161,0.2672,0.00636,-0.03289
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0063,-35.35,-1.989552208,-82.1,-23.97,-58.13,-1.432,-2.061,-2.58,-0.585,-0.06965,-0.1147,-0.05548,-0.6886,-0.1281,0.1079,0.1178,0.2651,0.00653,-0.03412
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0064,-36.28,-2.085123979,-82.14,-23.56,-58.58,-1.522,-2.157,-2.582,-0.5559,-0.07228,-0.1153,-0.05577,-0.691,-0.125,0.1091,0.1199,0.2636,0.00723,-0.03497
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0065,-37.15,-2.175982162,-82.08,-23.09,-58.99,-1.592,-2.247,-2.584,-0.5063,-0.07532,-0.1165,-0.05686,-0.6941,-0.1226,0.1099,0.1213,0.2611,0.00728,-0.03636
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0066,-38.05,-2.268626885,-82.14,-22.72,-59.42,-1.664,-2.339,-2.585,-0.4581,-0.07792,-0.1175,-0.05759,-0.6966,-0.1196,0.1109,0.1228,0.2593,0.00774,-0.03752
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0067,-38.88,-2.366876519,-82.07,-22.24,-59.83,-1.738,-2.438,-2.586,-0.4092,-0.08052,-0.1185,-0.05837,-0.6994,-0.1164,0.112,0.1241,0.257,0.00826,-0.03864
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0068,-39.75,-2.468334163,-82.15,-21.89,-60.26,-1.812,-2.538,-2.587,-0.3573,-0.0831,-0.1197,-0.05932,-0.7026,-0.1132,0.113,0.1252,0.2549,0.00848,-0.03993
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0069,-40.55,-2.565900454,-82.11,-21.47,-60.64,-1.885,-2.642,-2.59,-0.3015,-0.0857,-0.1208,-0.06041,-0.7065,-0.1098,0.1142,0.1261,0.2528,0.00882,-0.0415
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0070,-41.35,-2.658359187,-82.13,-21.11,-61.02,-1.946,-2.744,-2.591,-0.2463,-0.08822,-0.122,-0.06142,-0.7107,-0.1062,0.1153,0.1269,0.2507,0.00921,-0.04296
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0071,-42.12,-2.755216931,-82.14,-20.76,-61.38,-2.003,-2.845,-2.594,-0.1883,-0.09063,-0.1232,-0.06245,-0.716,-0.1023,0.1164,0.1276,0.2487,0.00948,-0.04443
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0072,-42.84,-2.853503413,-82.1,-20.37,-61.73,-2.064,-2.949,-2.6,-0.1325,-0.09315,-0.1244,-0.06364,-0.7225,-0.09851,0.1176,0.1285,0.2466,0.00955,-0.04609
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0073,-43.53,-2.954059525,-82.15,-20.08,-62.07,-2.125,-3.05,-2.604,-0.07198,-0.09544,-0.1255,-0.06448,-0.7299,-0.09431,0.1192,0.1294,0.245,0.00998,-0.04763
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0074,-44.15,-3.054728535,-82.11,-19.74,-62.37,-2.23,-3.155,-2.613,-0.00702,-0.09779,-0.1268,-0.0656,-0.7387,-0.09043,0.121,0.1303,0.2432,0.01007,-0.04947
RS3_LS20_to_LS21,LS20_to_LS21_RS3_0075,-44.74,-3.150764442,-82.14,-19.48,-62.66,-2.36,-3.253,-2.621,0.05649,-0.09998,-0.1283,-0.06682,-0.7481,-0.08664,0.1228,0.1309,0.2412,0.0099,-0.0515
