image_names,u [mm],Fh [kN],times(s)
LS17_to_LS18_RS3_0069,3.03229722,51.99,1018
LS17_to_LS18_RS3_0070,3.127351745,52.33,1019
LS17_to_LS18_RS3_0071,3.229682946,52.61,1020
LS17_to_LS18_RS3_0072,3.330039217,52.86,1021
LS17_to_LS18_RS3_0073,3.402441677,52.63,1022
LS18_to_LS19_RS3_0000,3.42990601,49.48,1022
LS18_to_LS19_RS3_0001,3.425544076,48.64,1023
LS18_to_LS19_RS3_0002,3.332165057,45.91,1024
LS18_to_LS19_RS3_0003,3.245861108,43.64,1025
LS18_to_LS19_RS3_0004,3.159887256,41.68,1026
LS18_to_LS19_RS3_0005,3.076232568,39.91,1027
LS18_to_LS19_RS3_0006,2.988657052,38.23,1028
LS18_to_LS19_RS3_0007,2.89895075,36.64,1029
LS18_to_LS19_RS3_0008,2.808905839,35.11,1030
LS18_to_LS19_RS3_0009,2.717926778,33.62,1031
LS18_to_LS19_RS3_0010,2.636019366,32.15,1032
LS18_to_LS19_RS3_0011,2.539521657,30.69,1033
LS18_to_LS19_RS3_0012,2.457780639,29.22,1034
LS18_to_LS19_RS3_0013,2.364080926,27.75,1035
LS18_to_LS19_RS3_0014,2.27633184,26.3,1036
LS18_to_LS19_RS3_0015,2.183030974,24.83,1037
LS18_to_LS19_RS3_0016,2.100793606,23.36,1038
LS18_to_LS19_RS3_0017,2.011748537,21.88,1039
LS18_to_LS19_RS3_0018,1.926579892,20.39,1040
LS18_to_LS19_RS3_0019,1.839486508,18.87,1041
LS18_to_LS19_RS3_0020,1.759924583,17.34,1042
LS18_to_LS19_RS3_0021,1.672931724,15.83,1043
LS18_to_LS19_RS3_0022,1.585512044,14.34,1044
LS18_to_LS19_RS3_0023,1.505216117,12.85,1045
LS18_to_LS19_RS3_0024,1.425154253,11.37,1046
LS18_to_LS19_RS3_0025,1.342305506,9.902,1047
LS18_to_LS19_RS3_0026,1.266531798,8.424,1048
LS18_to_LS19_RS3_0027,1.189995206,6.926,1049
LS18_to_LS19_RS3_0028,1.102896207,5.377,1050
LS18_to_LS19_RS3_0029,1.022061264,3.785,1051
LS18_to_LS19_RS3_0030,0.941036612,2.213,1052
LS18_to_LS19_RS3_0031,0.871462012,0.8393,1053
LS18_to_LS19_RS3_0032,0.802520886,-0.5487,1054
LS18_to_LS19_RS3_0033,0.735096925,-1.868,1055
LS18_to_LS19_RS3_0034,0.679497364,-3.135,1056
LS18_to_LS19_RS3_0035,0.597002936,-4.617,1057
LS18_to_LS19_RS3_0036,0.528373391,-6.12,1058
LS18_to_LS19_RS3_0037,0.445394986,-7.638,1059
LS18_to_LS19_RS3_0038,0.376945644,-9.175,1060
LS18_to_LS19_RS3_0039,0.301032115,-10.75,1061
LS18_to_LS19_RS3_0040,0.213444756,-12.31,1062
LS18_to_LS19_RS3_0041,0.136698394,-13.86,1063
LS18_to_LS19_RS3_0042,0.049324246,-15.4,1064
LS18_to_LS19_RS3_0043,-0.029746946,-16.89,1065
LS18_to_LS19_RS3_0044,-0.107881991,-18.37,1066
LS18_to_LS19_RS3_0045,-0.192750865,-19.82,1067
LS18_to_LS19_RS3_0046,-0.281489258,-21.22,1068
LS18_to_LS19_RS3_0047,-0.367174759,-22.61,1069
LS18_to_LS19_RS3_0048,-0.448992816,-23.95,1070
LS18_to_LS19_RS3_0049,-0.536020512,-25.24,1071
LS18_to_LS19_RS3_0050,-0.627116008,-26.51,1072
LS18_to_LS19_RS3_0051,-0.712907444,-27.74,1073
LS18_to_LS19_RS3_0052,-0.808805958,-28.93,1074
LS18_to_LS19_RS3_0053,-0.893854232,-30.08,1075
LS18_to_LS19_RS3_0054,-0.985552218,-31.21,1076
LS18_to_LS19_RS3_0055,-1.070340587,-32.32,1077
LS18_to_LS19_RS3_0056,-1.169006693,-33.42,1078
LS18_to_LS19_RS3_0057,-1.260825946,-34.49,1079
LS18_to_LS19_RS3_0058,-1.353599905,-35.57,1080
LS18_to_LS19_RS3_0059,-1.444492011,-36.6,1081
LS18_to_LS19_RS3_0060,-1.533061523,-37.62,1082
LS18_to_LS19_RS3_0061,-1.631088796,-38.63,1083
LS18_to_LS19_RS3_0062,-1.723069671,-39.62,1084
LS18_to_LS19_RS3_0063,-1.816983938,-40.59,1085
LS18_to_LS19_RS3_0064,-1.912062691,-41.52,1086
LS18_to_LS19_RS3_0065,-2.005141394,-42.43,1087
LS18_to_LS19_RS3_0066,-2.110677586,-43.3,1088
LS18_to_LS19_RS3_0067,-2.199968796,-44.12,1089
LS18_to_LS19_RS3_0068,-2.29372366,-44.91,1090
LS18_to_LS19_RS3_0069,-2.39369944,-45.66,1091
LS18_to_LS19_RS3_0070,-2.489419859,-46.31,1092
LS18_to_LS19_RS3_0071,-2.594789077,-46.89,1093
LS18_to_LS19_RS3_0072,-2.701039997,-47.41,1094
LS18_to_LS19_RS3_0073,-2.796163996,-47.84,1095
LS18_to_LS19_RS3_0074,-2.905607648,-48.23,1096
LS18_to_LS19_RS3_0075,-3.010228075,-48.52,1097
LS18_to_LS19_RS3_0076,-3.11405138,-48.78,1098
LS18_to_LS19_RS3_0077,-3.221194616,-49.0,1099
LS18_to_LS19_RS3_0078,-3.331355714,-49.17,1100
LS18_to_LS19_RS3_0079,-3.444936976,-49.32,1101
LS18_to_LS19_RS3_0080,-3.540596326,-49.44,1102
LS19_to_LS20_RS3_0001,-3.597832966,-45.65,1103
LS19_to_LS20_RS3_0002,-3.521730923,-43.2,1104
LS19_to_LS20_RS3_0003,-3.438630135,-40.41,1105
LS19_to_LS20_RS3_0004,-3.346108348,-38.1,1106
LS19_to_LS20_RS3_0005,-3.258693728,-35.99,1107
LS19_to_LS20_RS3_0006,-3.162165367,-34.0,1108
LS19_to_LS20_RS3_0007,-3.079226117,-32.11,1109
LS19_to_LS20_RS3_0008,-2.99219567,-30.25,1110
LS19_to_LS20_RS3_0009,-2.909918532,-28.41,1111
LS19_to_LS20_RS3_0010,-2.816170116,-26.55,1112
LS19_to_LS20_RS3_0011,-2.731316592,-24.73,1113
LS19_to_LS20_RS3_0012,-2.643164003,-22.92,1114
LS19_to_LS20_RS3_0013,-2.560797692,-21.13,1115
LS19_to_LS20_RS3_0014,-2.476322671,-19.36,1116
LS19_to_LS20_RS3_0015,-2.392658095,-17.56,1117
LS19_to_LS20_RS3_0016,-2.303677088,-15.79,1118
LS19_to_LS20_RS3_0017,-2.224529919,-14.09,1119
LS19_to_LS20_RS3_0018,-2.145377861,-12.49,1120
LS19_to_LS20_RS3_0019,-2.057299391,-10.8,1121
LS19_to_LS20_RS3_0020,-1.976191305,-9.109,1122
LS19_to_LS20_RS3_0021,-1.894822303,-7.45,1123
LS19_to_LS20_RS3_0022,-1.808930197,-5.865,1124
LS19_to_LS20_RS3_0023,-1.731297074,-4.302,1125
LS19_to_LS20_RS3_0024,-1.658767638,-2.745,1126
LS19_to_LS20_RS3_0025,-1.577033211,-1.227,1127
LS19_to_LS20_RS3_0026,-1.502542497,0.2273,1128
LS19_to_LS20_RS3_0027,-1.43071588,1.554,1129
LS19_to_LS20_RS3_0028,-1.373398484,2.724,1130
LS19_to_LS20_RS3_0029,-1.297288701,4.116,1131
LS19_to_LS20_RS3_0030,-1.228162208,5.532,1132
LS19_to_LS20_RS3_0031,-1.145592017,6.947,1133
LS19_to_LS20_RS3_0032,-1.074202482,8.376,1134
LS19_to_LS20_RS3_0033,-0.985415555,9.788,1135
LS19_to_LS20_RS3_0034,-0.899006175,11.23,1136
LS19_to_LS20_RS3_0035,-0.821977433,12.67,1137
LS19_to_LS20_RS3_0036,-0.736861361,14.09,1138
LS19_to_LS20_RS3_0037,-0.649613896,15.48,1139
LS19_to_LS20_RS3_0038,-0.555184029,16.82,1140
LS19_to_LS20_RS3_0039,-0.472316319,18.12,1141
LS19_to_LS20_RS3_0040,-0.386400107,19.37,1142
LS19_to_LS20_RS3_0041,-0.289180629,20.59,1143
LS19_to_LS20_RS3_0042,-0.205203796,21.77,1144
LS19_to_LS20_RS3_0043,-0.106539971,22.91,1145
LS19_to_LS20_RS3_0044,-0.020243723,24.0,1146
LS19_to_LS20_RS3_0045,0.063881298,25.05,1147
LS19_to_LS20_RS3_0046,0.161617774,26.1,1148
LS19_to_LS20_RS3_0047,0.249205834,27.08,1149
LS19_to_LS20_RS3_0048,0.346438591,28.08,1150
LS19_to_LS20_RS3_0049,0.438142467,29.02,1151
LS19_to_LS20_RS3_0050,0.52746114,29.91,1152
LS19_to_LS20_RS3_0051,0.623817963,30.79,1153
LS19_to_LS20_RS3_0052,0.713590246,31.63,1154
LS19_to_LS20_RS3_0053,0.8111388,32.5,1155
LS19_to_LS20_RS3_0054,0.904340372,33.32,1156
LS19_to_LS20_RS3_0055,0.999560187,34.15,1157
LS19_to_LS20_RS3_0056,1.088841306,34.95,1158
LS19_to_LS20_RS3_0057,1.1877795,35.57,1159
LS19_to_LS20_RS3_0058,1.27967649,36.37,1160
LS19_to_LS20_RS3_0059,1.374344911,37.13,1161
LS19_to_LS20_RS3_0060,1.471049982,37.89,1162
LS19_to_LS20_RS3_0061,1.557738546,38.63,1163
LS19_to_LS20_RS3_0062,1.650063707,39.39,1164
LS19_to_LS20_RS3_0063,1.743482655,40.11,1165
LS19_to_LS20_RS3_0064,1.843808003,40.82,1166
LS19_to_LS20_RS3_0065,1.930365878,41.54,1167
LS19_to_LS20_RS3_0066,2.025228001,42.25,1168
LS19_to_LS20_RS3_0067,2.125768701,42.94,1169
LS19_to_LS20_RS3_0068,2.208924888,43.61,1170
LS19_to_LS20_RS3_0069,2.308514565,44.27,1171
LS19_to_LS20_RS3_0070,2.401328598,44.91,1172
LS19_to_LS20_RS3_0071,2.497169106,45.54,1173
LS19_to_LS20_RS3_0072,2.591323348,46.16,1174
LS19_to_LS20_RS3_0073,2.695143217,46.75,1175
LS19_to_LS20_RS3_0074,2.785332659,47.28,1176
LS19_to_LS20_RS3_0075,2.887926652,47.78,1177
LS19_to_LS20_RS3_0076,2.985793034,48.26,1178
LS19_to_LS20_RS3_0077,3.077666957,48.69,1179
LS19_to_LS20_RS3_0078,3.171465917,49.09,1180
LS19_to_LS20_RS3_0079,3.275164445,49.47,1181
LS19_to_LS20_RS3_0080,3.372258188,49.84,1182
LS20_to_LS21_RS3_0000,3.381652975,46.86,1182
LS20_to_LS21_RS3_0001,3.364245655,44.78,1183
LS20_to_LS21_RS3_0002,3.276959017,42.57,1184
LS20_to_LS21_RS3_0003,3.187259745,40.65,1185
LS20_to_LS21_RS3_0004,3.099812851,38.94,1186
LS20_to_LS21_RS3_0005,3.010968987,37.39,1187
LS20_to_LS21_RS3_0006,2.920458065,35.93,1188
LS20_to_LS21_RS3_0007,2.833696704,34.53,1189
LS20_to_LS21_RS3_0008,2.7433055,33.22,1190
LS20_to_LS21_RS3_0009,2.649401677,31.92,1191
LS20_to_LS21_RS3_0010,2.568712191,30.64,1192
LS20_to_LS21_RS3_0011,2.470652772,29.33,1193
LS20_to_LS21_RS3_0012,2.384072373,28.06,1194
LS20_to_LS21_RS3_0013,2.284435076,26.77,1195
LS20_to_LS21_RS3_0014,2.199795315,25.49,1196
LS20_to_LS21_RS3_0015,2.111950576,24.22,1197
LS20_to_LS21_RS3_0016,2.023854405,22.95,1198
LS20_to_LS21_RS3_0017,1.933656447,21.62,1199
LS20_to_LS21_RS3_0018,1.842547655,20.3,1200
LS20_to_LS21_RS3_0019,1.753081541,18.96,1201
LS20_to_LS21_RS3_0020,1.665160404,17.61,1202
LS20_to_LS21_RS3_0021,1.576628172,16.27,1203
LS20_to_LS21_RS3_0022,1.49012969,14.93,1204
LS20_to_LS21_RS3_0023,1.405222853,13.6,1205
LS20_to_LS21_RS3_0024,1.31158734,12.27,1206
LS20_to_LS21_RS3_0025,1.231990515,10.96,1207
LS20_to_LS21_RS3_0026,1.15219829,9.608,1208
LS20_to_LS21_RS3_0027,1.075203437,8.296,1209
LS20_to_LS21_RS3_0028,0.975786567,6.936,1210
LS20_to_LS21_RS3_0029,0.903764338,5.543,1211
LS20_to_LS21_RS3_0030,0.815760923,4.121,1212
LS20_to_LS21_RS3_0031,0.73900309,2.727,1213
LS20_to_LS21_RS3_0032,0.650670589,1.454,1214
LS20_to_LS21_RS3_0033,0.574716515,0.1839,1215
LS20_to_LS21_RS3_0034,0.500997723,-1.05,1216
LS20_to_LS21_RS3_0035,0.435993534,-2.232,1217
LS20_to_LS21_RS3_0036,0.36895931,-3.431,1218
LS20_to_LS21_RS3_0037,0.297948336,-4.744,1219
LS20_to_LS21_RS3_0038,0.214852245,-6.102,1220
LS20_to_LS21_RS3_0039,0.138478432,-7.476,1221
LS20_to_LS21_RS3_0040,0.061468036,-8.879,1222
LS20_to_LS21_RS3_0041,-0.019371587,-10.27,1223
LS20_to_LS21_RS3_0042,-0.10030892,-11.66,1224
LS20_to_LS21_RS3_0043,-0.188855201,-13.04,1225
LS20_to_LS21_RS3_0044,-0.272855561,-14.39,1226
LS20_to_LS21_RS3_0045,-0.361625169,-15.71,1227
LS20_to_LS21_RS3_0046,-0.441562508,-16.97,1228
LS20_to_LS21_RS3_0047,-0.52738513,-18.25,1229
LS20_to_LS21_RS3_0048,-0.620725848,-19.5,1230
LS20_to_LS21_RS3_0049,-0.704211465,-20.72,1231
LS20_to_LS21_RS3_0050,-0.797278405,-21.9,1232
LS20_to_LS21_RS3_0051,-0.879543549,-23.08,1233
LS20_to_LS21_RS3_0052,-0.961424978,-24.2,1234
LS20_to_LS21_RS3_0053,-1.059289886,-25.3,1235
LS20_to_LS21_RS3_0054,-1.14921163,-26.39,1236
LS20_to_LS21_RS3_0055,-1.240159777,-27.47,1237
LS20_to_LS21_RS3_0056,-1.327824734,-28.52,1238
LS20_to_LS21_RS3_0057,-1.414205342,-29.54,1239
LS20_to_LS21_RS3_0058,-1.512383636,-30.56,1240
LS20_to_LS21_RS3_0059,-1.609249437,-31.54,1241
LS20_to_LS21_RS3_0060,-1.708164381,-32.52,1242
LS20_to_LS21_RS3_0061,-1.797477709,-33.47,1243
LS20_to_LS21_RS3_0062,-1.889617636,-34.43,1244
LS20_to_LS21_RS3_0063,-1.989552208,-35.35,1245
LS20_to_LS21_RS3_0064,-2.085123979,-36.28,1246
LS20_to_LS21_RS3_0065,-2.175982162,-37.15,1247
LS20_to_LS21_RS3_0066,-2.268626885,-38.05,1248
LS20_to_LS21_RS3_0067,-2.366876519,-38.88,1249
LS20_to_LS21_RS3_0068,-2.468334163,-39.75,1250
LS20_to_LS21_RS3_0069,-2.565900454,-40.55,1251
LS20_to_LS21_RS3_0070,-2.658359187,-41.35,1252
LS20_to_LS21_RS3_0071,-2.755216931,-42.12,1253
LS20_to_LS21_RS3_0072,-2.853503413,-42.84,1254
LS20_to_LS21_RS3_0073,-2.954059525,-43.53,1255
LS20_to_LS21_RS3_0074,-3.054728535,-44.15,1256
LS20_to_LS21_RS3_0075,-3.150764442,-44.74,1257
LS20_to_LS21_RS3_0076,-3.253949144,-45.25,1258
LS20_to_LS21_RS3_0077,-3.360383798,-45.73,1259
LS20_to_LS21_RS3_0078,-3.460668327,-46.15,1260
LS20_to_LS21_RS3_0079,-3.557377266,-45.8,1261
LS21_to_LS22_RS3_0001,-3.560527224,-43.26,1262
LS21_to_LS22_RS3_0002,-3.458547201,-39.74,1263
LS21_to_LS22_RS3_0003,-3.328390956,-36.17,1264
LS21_to_LS22_RS3_0004,-3.194419897,-33.1,1265
LS21_to_LS22_RS3_0005,-3.070897625,-30.29,1266
LS21_to_LS22_RS3_0006,-2.934567597,-27.6,1267
LS21_to_LS22_RS3_0007,-2.802064704,-24.95,1268
LS21_to_LS22_RS3_0008,-2.670975559,-22.38,1269
LS21_to_LS22_RS3_0009,-2.53960409,-19.89,1270
LS21_to_LS22_RS3_0010,-2.416475331,-17.41,1271
LS21_to_LS22_RS3_0011,-2.28533964,-14.97,1272
LS21_to_LS22_RS3_0012,-2.158085745,-12.77,1273
LS21_to_LS22_RS3_0013,-2.033209211,-10.49,1274
LS21_to_LS22_RS3_0014,-1.899444195,-8.258,1275
LS21_to_LS22_RS3_0015,-1.779932982,-6.091,1276
LS21_to_LS22_RS3_0016,-1.656449533,-3.989,1277
LS21_to_LS22_RS3_0017,-1.534045552,-1.889,1278
LS21_to_LS22_RS3_0018,-1.414409928,0.1297,1279
LS21_to_LS22_RS3_0019,-1.306689596,1.896,1280
LS21_to_LS22_RS3_0020,-1.210381617,3.651,1281
LS21_to_LS22_RS3_0021,-1.085197772,5.582,1282
LS21_to_LS22_RS3_0022,-0.963933018,7.544,1283
LS21_to_LS22_RS3_0023,-0.843491447,9.51,1284
LS21_to_LS22_RS3_0024,-0.714562986,11.49,1285
LS21_to_LS22_RS3_0025,-0.593871652,13.49,1286
LS21_to_LS22_RS3_0026,-0.457966174,15.42,1287
LS21_to_LS22_RS3_0027,-0.320644823,17.28,1288
LS21_to_LS22_RS3_0028,-0.183818894,19.05,1289
LS21_to_LS22_RS3_0029,-0.053661896,20.73,1290
LS21_to_LS22_RS3_0030,0.080923318,22.32,1291
LS21_to_LS22_RS3_0031,0.219213425,23.88,1292
LS21_to_LS22_RS3_0032,0.358423317,25.39,1293
LS21_to_LS22_RS3_0033,0.488276496,26.82,1294
LS21_to_LS22_RS3_0034,0.629239579,28.22,1295
LS21_to_LS22_RS3_0035,0.769307406,29.56,1296
LS21_to_LS22_RS3_0036,0.910506839,30.86,1297
LS21_to_LS22_RS3_0037,1.055849239,32.13,1298
LS21_to_LS22_RS3_0038,1.199288557,33.33,1299
LS21_to_LS22_RS3_0039,1.339144922,34.52,1300
LS21_to_LS22_RS3_0040,1.476728008,35.67,1301
LS21_to_LS22_RS3_0041,1.618617012,36.81,1302
LS21_to_LS22_RS3_0042,1.75484056,37.93,1303
LS21_to_LS22_RS3_0043,1.893396337,39.02,1304
LS21_to_LS22_RS3_0044,2.043761167,40.1,1305
LS21_to_LS22_RS3_0045,2.179529534,41.16,1306
LS21_to_LS22_RS3_0046,2.319411708,42.19,1307
LS21_to_LS22_RS3_0047,2.465957331,43.22,1308
LS21_to_LS22_RS3_0048,2.608831371,44.2,1309
LS21_to_LS22_RS3_0049,2.746031764,45.12,1310
LS21_to_LS22_RS3_0050,2.898922445,46.01,1311
LS21_to_LS22_RS3_0051,3.043672563,46.83,1312
LS21_to_LS22_RS3_0052,3.188792403,47.55,1313
LS21_to_LS22_RS3_0053,3.336293079,48.17,1314
LS21_to_LS22_RS3_0054,3.496405098,48.67,1315
LS21_to_LS22_RS3_0055,3.64145675,49.11,1316
LS21_to_LS22_RS3_0056,3.798564127,49.47,1317
LS21_to_LS22_RS3_0057,3.953079507,49.75,1318
LS21_to_LS22_RS3_0058,4.11146426,49.97,1319
LS21_to_LS22_RS3_0059,4.265603489,50.1,1320
LS22_to_LS23_RS3_0000,4.288263642,47.04,1320
LS22_to_LS23_RS3_0001,4.227241996,44.36,1321
LS22_to_LS23_RS3_0002,4.095154502,41.45,1322
LS22_to_LS23_RS3_0003,3.953292065,39.15,1323
LS22_to_LS23_RS3_0004,3.82198781,37.14,1324
LS22_to_LS23_RS3_0005,3.683025058,35.25,1325
LS22_to_LS23_RS3_0006,3.541090968,33.42,1326
LS22_to_LS23_RS3_0007,3.401329449,31.65,1327
LS22_to_LS23_RS3_0008,3.261771767,29.9,1328
LS22_to_LS23_RS3_0009,3.124073761,28.2,1329
LS22_to_LS23_RS3_0010,2.985292281,26.52,1330
LS22_to_LS23_RS3_0011,2.844459388,24.83,1331
LS22_to_LS23_RS3_0012,2.70822725,23.16,1332
LS22_to_LS23_RS3_0013,2.572884036,21.48,1333
LS22_to_LS23_RS3_0014,2.427535471,19.77,1334
LS22_to_LS23_RS3_0015,2.287139201,18.06,1335
LS22_to_LS23_RS3_0016,2.1592139,16.33,1336
LS22_to_LS23_RS3_0017,2.021211806,14.59,1337
LS22_to_LS23_RS3_0018,1.886061282,12.85,1338
LS22_to_LS23_RS3_0019,1.749578916,11.1,1339
LS22_to_LS23_RS3_0020,1.623569548,9.406,1340
LS22_to_LS23_RS3_0021,1.499881628,7.78,1341
LS22_to_LS23_RS3_0022,1.373585794,6.014,1342
LS22_to_LS23_RS3_0023,1.244258767,4.228,1343
LS22_to_LS23_RS3_0024,1.113440471,2.442,1344
LS22_to_LS23_RS3_0025,0.988445929,0.762,1345
LS22_to_LS23_RS3_0026,0.874131409,-0.8451,1346
LS22_to_LS23_RS3_0027,0.763449005,-2.395,1347
LS22_to_LS23_RS3_0028,0.658602544,-4.017,1348
LS22_to_LS23_RS3_0029,0.528932862,-5.732,1349
LS22_to_LS23_RS3_0030,0.407082832,-7.466,1350
LS22_to_LS23_RS3_0031,0.279501376,-9.172,1351
LS22_to_LS23_RS3_0032,0.154624248,-10.84,1352
LS22_to_LS23_RS3_0033,0.025638635,-12.5,1353
LS22_to_LS23_RS3_0034,-0.102594672,-14.13,1354
LS22_to_LS23_RS3_0035,-0.252893526,-15.76,1355
LS22_to_LS23_RS3_0036,-0.376075897,-17.37,1356
LS22_to_LS23_RS3_0037,-0.512906747,-18.95,1357
LS22_to_LS23_RS3_0038,-0.644760772,-20.51,1358
LS22_to_LS23_RS3_0039,-0.783733142,-22.01,1359
LS22_to_LS23_RS3_0040,-0.914231379,-23.53,1360
LS22_to_LS23_RS3_0041,-1.055392607,-24.97,1361
LS22_to_LS23_RS3_0042,-1.189247652,-26.45,1362
LS22_to_LS23_RS3_0043,-1.337510145,-27.87,1363
LS22_to_LS23_RS3_0044,-1.469331055,-29.27,1364
LS22_to_LS23_RS3_0045,-1.619579581,-30.62,1365
LS22_to_LS23_RS3_0046,-1.757913457,-31.92,1366
LS22_to_LS23_RS3_0047,-1.898597698,-33.15,1367
LS22_to_LS23_RS3_0048,-2.047319459,-34.4,1368
LS22_to_LS23_RS3_0049,-2.188999929,-35.64,1369
LS22_to_LS23_RS3_0050,-2.329897587,-36.89,1370
LS22_to_LS23_RS3_0051,-2.472850308,-38.06,1371
LS22_to_LS23_RS3_0052,-2.620722618,-39.22,1372
LS22_to_LS23_RS3_0053,-2.762178307,-40.33,1373
LS22_to_LS23_RS3_0054,-2.912192233,-41.36,1374
LS22_to_LS23_RS3_0055,-3.070026219,-42.28,1375
LS22_to_LS23_RS3_0056,-3.217001772,-43.12,1376
LS22_to_LS23_RS3_0057,-3.368993308,-43.85,1377
LS22_to_LS23_RS3_0058,-3.518976225,-44.47,1378
LS22_to_LS23_RS3_0059,-3.68081322,-44.95,1379
LS22_to_LS23_RS3_0060,-3.837476119,-45.38,1380
LS22_to_LS23_RS3_0061,-3.991259679,-45.69,1381
LS22_to_LS23_RS3_0062,-4.15644952,-45.98,1382
LS22_to_LS23_RS3_0063,-4.317890326,-46.2,1383
LS22_to_LS23_RS3_0064,-4.46704704,-45.59,1384
LS23_to_LS24_RS3_0000,-4.476857069,-42.38,1384
LS23_to_LS24_RS3_0001,-4.478455638,-42.75,1385
LS23_to_LS24_RS3_0002,-4.330723413,-38.05,1386
LS23_to_LS24_RS3_0003,-4.198590213,-34.79,1387
LS23_to_LS24_RS3_0004,-4.063807087,-31.9,1388
LS23_to_LS24_RS3_0005,-3.934664693,-29.19,1389
LS23_to_LS24_RS3_0006,-3.805323839,-26.67,1390
LS23_to_LS24_RS3_0007,-3.667695551,-24.31,1391
LS23_to_LS24_RS3_0008,-3.538803296,-22.05,1392
LS23_to_LS24_RS3_0009,-3.398594944,-19.9,1393
LS23_to_LS24_RS3_0010,-3.262222298,-17.82,1394
LS23_to_LS24_RS3_0011,-3.120476913,-15.79,1395
LS23_to_LS24_RS3_0012,-2.990826286,-13.87,1396
LS23_to_LS24_RS3_0013,-2.860537782,-12.09,1397
LS23_to_LS24_RS3_0014,-2.723505959,-10.23,1398
LS23_to_LS24_RS3_0015,-2.592537981,-8.433,1399
LS23_to_LS24_RS3_0016,-2.460398804,-6.674,1400
LS23_to_LS24_RS3_0017,-2.324885244,-4.984,1401
LS23_to_LS24_RS3_0018,-2.199906361,-3.35,1402
LS23_to_LS24_RS3_0019,-2.067114059,-1.727,1403
LS23_to_LS24_RS3_0020,-1.939549835,-0.1328,1404
LS23_to_LS24_RS3_0021,-1.819225867,1.38,1405
LS23_to_LS24_RS3_0022,-1.717741576,2.756,1406
LS23_to_LS24_RS3_0023,-1.589831367,4.319,1407
LS23_to_LS24_RS3_0024,-1.463589132,5.894,1408
LS23_to_LS24_RS3_0025,-1.334816922,7.491,1409
LS23_to_LS24_RS3_0026,-1.205402511,9.069,1410
LS23_to_LS24_RS3_0027,-1.075852948,10.68,1411
LS23_to_LS24_RS3_0028,-0.939063902,12.28,1412
LS23_to_LS24_RS3_0029,-0.8043804,13.84,1413
LS23_to_LS24_RS3_0030,-0.677347983,15.37,1414
LS23_to_LS24_RS3_0031,-0.525743178,16.84,1415
LS23_to_LS24_RS3_0032,-0.389689856,18.3,1416
LS23_to_LS24_RS3_0033,-0.250728373,19.73,1417
LS23_to_LS24_RS3_0034,-0.109337367,21.1,1418
LS23_to_LS24_RS3_0035,0.029484541,22.42,1419
LS23_to_LS24_RS3_0036,0.165196274,23.7,1420
LS23_to_LS24_RS3_0037,0.311044247,24.9,1421
LS23_to_LS24_RS3_0038,0.451511792,26.09,1422
LS23_to_LS24_RS3_0039,0.597573583,27.21,1423
LS23_to_LS24_RS3_0040,0.735427964,28.3,1424
LS23_to_LS24_RS3_0041,0.878390537,29.38,1425
LS23_to_LS24_RS3_0042,1.019656023,30.45,1426
LS23_to_LS24_RS3_0043,1.15739506,31.46,1427
LS23_to_LS24_RS3_0044,1.31275285,32.45,1428
LS23_to_LS24_RS3_0045,1.456591032,33.41,1429
LS23_to_LS24_RS3_0046,1.597094003,34.37,1430
LS23_to_LS24_RS3_0047,1.750209199,35.31,1431
LS23_to_LS24_RS3_0048,1.889106559,36.22,1432
LS23_to_LS24_RS3_0049,2.04161071,37.13,1433
LS23_to_LS24_RS3_0050,2.175921711,38.01,1434
LS23_to_LS24_RS3_0051,2.320836518,38.9,1435
LS23_to_LS24_RS3_0052,2.469091768,39.73,1436
LS23_to_LS24_RS3_0053,2.609078582,40.55,1437
LS23_to_LS24_RS3_0054,2.762813413,41.31,1438
LS23_to_LS24_RS3_0055,2.904885185,42.07,1439
LS23_to_LS24_RS3_0056,3.053702349,42.79,1440
LS23_to_LS24_RS3_0057,3.196838571,43.49,1441
LS23_to_LS24_RS3_0058,3.351491096,44.17,1442
LS23_to_LS24_RS3_0059,3.495594552,44.78,1443
LS23_to_LS24_RS3_0060,3.642541934,45.34,1444
LS23_to_LS24_RS3_0061,3.804902667,45.83,1445
LS23_to_LS24_RS3_0062,3.954461416,46.31,1446
LS23_to_LS24_RS3_0063,4.10674107,46.72,1447
LS23_to_LS24_RS3_0064,4.250961086,47.07,1448
LS24_to_LS25_RS3_0000,4.267448504,43.72,1448
LS24_to_LS25_RS3_0001,4.226015047,41.55,1449
LS24_to_LS25_RS3_0002,4.103802696,39.21,1450
LS24_to_LS25_RS3_0003,3.962367867,36.48,1451
LS24_to_LS25_RS3_0004,3.82458738,34.86,1452
LS24_to_LS25_RS3_0005,3.687021739,32.64,1453
LS24_to_LS25_RS3_0006,3.544130765,30.87,1454
LS24_to_LS25_RS3_0007,3.413775766,29.15,1455
LS24_to_LS25_RS3_0008,3.267655975,27.84,1456
LS24_to_LS25_RS3_0009,3.126707478,26.23,1457
LS24_to_LS25_RS3_0010,2.985767204,24.37,1458
LS24_to_LS25_RS3_0011,2.845408783,23.14,1459
LS24_to_LS25_RS3_0012,2.700914978,21.63,1460
LS24_to_LS25_RS3_0013,2.568523021,20.1,1461
LS24_to_LS25_RS3_0014,2.427268318,18.28,1462
LS24_to_LS25_RS3_0015,2.284472671,16.74,1463
