image_names,u [mm],Fh [kN],times(s)
LS32_to_LS33_RS3_0008,5.795419338,22.13,1910
LS32_to_LS33_RS3_0009,5.555880025,20.06,1911
LS32_to_LS33_RS3_0010,5.313246248,18.1,1912
LS32_to_LS33_RS3_0011,5.073388039,16.27,1913
LS32_to_LS33_RS3_0012,4.827509095,14.56,1914
LS32_to_LS33_RS3_0013,4.587098698,12.91,1915
LS32_to_LS33_RS3_0014,4.345534438,11.33,1916
LS32_to_LS33_RS3_0015,4.102909153,9.813,1917
LS32_to_LS33_RS3_0016,3.864567191,8.433,1918
LS32_to_LS33_RS3_0017,3.636534945,7.065,1919
LS32_to_LS33_RS3_0018,3.393134379,5.746,1920
LS32_to_LS33_RS3_0019,3.148118145,4.469,1921
LS32_to_LS33_RS3_0020,2.908999043,3.228,1922
LS32_to_LS33_RS3_0021,2.670438206,2.038,1923
LS32_to_LS33_RS3_0022,2.434374226,0.9276,1924
LS32_to_LS33_RS3_0023,2.200634674,-0.188,1925
LS32_to_LS33_RS3_0024,1.962308161,-1.222,1926
LS32_to_LS33_RS3_0025,1.728772833,-2.261,1927
LS32_to_LS33_RS3_0026,1.494071419,-3.273,1928
LS32_to_LS33_RS3_0027,1.259567275,-4.298,1929
LS32_to_LS33_RS3_0028,1.007275878,-5.324,1930
LS32_to_LS33_RS3_0029,0.773978154,-6.373,1931
LS32_to_LS33_RS3_0030,0.522151449,-7.402,1932
LS32_to_LS33_RS3_0031,0.285269301,-8.432,1933
LS32_to_LS33_RS3_0032,0.042164311,-9.511,1934
LS32_to_LS33_RS3_0033,-0.195027478,-10.61,1935
LS32_to_LS33_RS3_0034,-0.439628739,-11.74,1936
LS32_to_LS33_RS3_0035,-0.682244654,-12.86,1937
LS32_to_LS33_RS3_0036,-0.92354731,-13.99,1938
LS32_to_LS33_RS3_0037,-1.174475763,-15.14,1939
LS32_to_LS33_RS3_0038,-1.417075168,-16.26,1940
LS32_to_LS33_RS3_0039,-1.66385197,-17.38,1941
LS32_to_LS33_RS3_0040,-1.909709916,-18.47,1942
LS32_to_LS33_RS3_0041,-2.161824758,-19.55,1943
LS32_to_LS33_RS3_0042,-2.400281152,-20.61,1944
LS32_to_LS33_RS3_0043,-2.649563247,-21.65,1945
LS32_to_LS33_RS3_0044,-2.900088299,-22.75,1946
LS32_to_LS33_RS3_0045,-3.141092086,-23.79,1947
LS32_to_LS33_RS3_0046,-3.396660658,-24.84,1948
LS32_to_LS33_RS3_0047,-3.641720802,-25.89,1949
LS32_to_LS33_RS3_0048,-3.896259028,-26.93,1950
LS32_to_LS33_RS3_0049,-4.14724499,-27.97,1951
LS32_to_LS33_RS3_0050,-4.394539705,-29.02,1952
LS32_to_LS33_RS3_0051,-4.650008852,-30.07,1953
LS32_to_LS33_RS3_0052,-4.908343077,-31.09,1954
LS32_to_LS33_RS3_0053,-5.164631766,-32.04,1955
LS32_to_LS33_RS3_0054,-5.423818017,-32.95,1956
LS32_to_LS33_RS3_0055,-5.678689478,-33.77,1957
LS32_to_LS33_RS3_0056,-5.938821513,-34.53,1958
LS32_to_LS33_RS3_0057,-6.201102182,-35.17,1959
LS32_to_LS33_RS3_0058,-6.462351591,-35.81,1960
LS32_to_LS33_RS3_0059,-6.723179017,-36.35,1961
LS32_to_LS33_RS3_0060,-6.990480117,-36.78,1962
LS33_to_LS34_RS3_0001,-7.22205089,-34.06,1963
LS33_to_LS34_RS3_0002,-7.214009646,-34.04,1964
LS33_to_LS34_RS3_0003,-7.215745531,-34.03,1965
LS33_to_LS34_RS3_0004,-7.055314334,-30.85,1966
LS33_to_LS34_RS3_0005,-6.778844986,-26.23,1967
LS33_to_LS34_RS3_0006,-6.489032119,-22.87,1968
LS33_to_LS34_RS3_0007,-6.205411985,-20.08,1969
LS33_to_LS34_RS3_0008,-5.912985862,-17.67,1970
LS33_to_LS34_RS3_0009,-5.615294655,-15.46,1971
LS33_to_LS34_RS3_0010,-5.313435685,-13.52,1972
LS33_to_LS34_RS3_0011,-5.019638536,-11.6,1973
LS33_to_LS34_RS3_0012,-4.727733537,-9.775,1974
LS33_to_LS34_RS3_0013,-4.43646323,-8.051,1975
LS33_to_LS34_RS3_0014,-4.145483768,-6.386,1976
LS33_to_LS34_RS3_0015,-3.864677264,-4.764,1977
LS33_to_LS34_RS3_0016,-3.572164095,-3.208,1978
LS33_to_LS34_RS3_0017,-3.292508716,-1.681,1979
LS33_to_LS34_RS3_0018,-3.006067546,-0.2078,1980
LS33_to_LS34_RS3_0019,-2.729052883,1.214,1981
LS33_to_LS34_RS3_0020,-2.465835044,2.499,1982
LS33_to_LS34_RS3_0021,-2.185719668,3.831,1983
LS33_to_LS34_RS3_0022,-1.895158211,5.16,1984
LS33_to_LS34_RS3_0023,-1.612290342,6.429,1985
LS33_to_LS34_RS3_0024,-1.326701021,7.647,1986
LS33_to_LS34_RS3_0025,-1.03142741,8.843,1987
LS33_to_LS34_RS3_0026,-0.74814266,10.01,1988
LS33_to_LS34_RS3_0027,-0.453843408,11.16,1989
LS33_to_LS34_RS3_0028,-0.153808966,12.3,1990
LS33_to_LS34_RS3_0029,0.138870474,13.44,1991
LS33_to_LS34_RS3_0030,0.428716253,14.56,1992
LS33_to_LS34_RS3_0031,0.720831291,15.7,1993
LS33_to_LS34_RS3_0032,1.025796786,16.83,1994
LS33_to_LS34_RS3_0033,1.321109563,17.97,1995
LS33_to_LS34_RS3_0034,1.614805061,19.11,1996
LS33_to_LS34_RS3_0035,1.913253788,20.28,1997
LS33_to_LS34_RS3_0036,2.203160741,21.45,1998
LS33_to_LS34_RS3_0037,2.508613293,22.61,1999
LS33_to_LS34_RS3_0038,2.803701091,23.8,2000
LS33_to_LS34_RS3_0039,3.095783419,24.97,2001
LS33_to_LS34_RS3_0040,3.398451897,26.14,2002
LS33_to_LS34_RS3_0041,3.694713364,27.28,2003
LS33_to_LS34_RS3_0042,3.990827907,28.4,2004
LS33_to_LS34_RS3_0043,4.288552912,29.49,2005
LS33_to_LS34_RS3_0044,4.583827613,30.55,2006
LS33_to_LS34_RS3_0045,4.880764244,31.55,2007
LS33_to_LS34_RS3_0046,5.185934398,32.52,2008
LS33_to_LS34_RS3_0047,5.486331006,33.43,2009
LS33_to_LS34_RS3_0048,5.780829002,34.26,2010
LS33_to_LS34_RS3_0049,6.085842299,34.98,2011
LS33_to_LS34_RS3_0050,6.390558596,35.56,2012
LS33_to_LS34_RS3_0051,6.695694112,36.03,2013
LS33_to_LS34_RS3_0052,6.991881696,36.39,2014
LS33_to_LS34_RS3_0053,7.306801232,36.62,2015
LS33_to_LS34_RS3_0054,7.603281404,36.84,2016
LS33_to_LS34_RS3_0055,7.908259355,37.01,2017
LS33_to_LS34_RS3_0056,8.206304134,37.1,2018
LS33_to_LS34_RS3_0057,8.300102325,35.84,2019
LS34_to_LS35_RS3_0001,8.324072017,34.38,2020
LS34_to_LS35_RS3_0002,8.316122698,34.27,2021
LS34_to_LS35_RS3_0003,8.235454843,30.83,2022
LS34_to_LS35_RS3_0004,7.970044732,26.77,2023
LS34_to_LS35_RS3_0005,7.691302518,23.65,2024
LS34_to_LS35_RS3_0006,7.39883668,20.89,2025
LS34_to_LS35_RS3_0007,7.11541601,18.52,2026
LS34_to_LS35_RS3_0008,6.832775128,16.29,2027
LS34_to_LS35_RS3_0009,6.55325859,14.25,2028
LS34_to_LS35_RS3_0010,6.263305394,12.39,2029
LS34_to_LS35_RS3_0011,5.976723064,10.66,2030
LS34_to_LS35_RS3_0012,5.687587359,9.05,2031
LS34_to_LS35_RS3_0013,5.407369767,7.574,2032
LS34_to_LS35_RS3_0014,5.126297466,6.147,2033
LS34_to_LS35_RS3_0015,4.831494402,4.77,2034
LS34_to_LS35_RS3_0016,4.53309913,3.492,2035
LS34_to_LS35_RS3_0017,4.252052344,2.24,2036
LS34_to_LS35_RS3_0018,3.963005683,1.068,2037
LS34_to_LS35_RS3_0019,3.684539668,-0.00651,2038
LS34_to_LS35_RS3_0020,3.398605565,-1.078,2039
LS34_to_LS35_RS3_0021,3.112435027,-2.11,2040
LS34_to_LS35_RS3_0022,2.83256311,-3.117,2041
LS34_to_LS35_RS3_0023,2.542244423,-4.106,2042
LS34_to_LS35_RS3_0024,2.24294044,-5.079,2043
LS34_to_LS35_RS3_0025,1.963355803,-6.069,2044
LS34_to_LS35_RS3_0026,1.667563571,-7.035,2045
LS34_to_LS35_RS3_0027,1.377531945,-8.055,2046
LS34_to_LS35_RS3_0028,1.088214876,-9.075,2047
LS34_to_LS35_RS3_0029,0.799205799,-10.11,2048
LS34_to_LS35_RS3_0030,0.49694863,-11.15,2049
LS34_to_LS35_RS3_0031,0.206368337,-12.15,2050
LS34_to_LS35_RS3_0032,-0.082307796,-13.17,2051
LS34_to_LS35_RS3_0033,-0.382438847,-14.24,2052
LS34_to_LS35_RS3_0034,-0.673876875,-15.3,2053
LS34_to_LS35_RS3_0035,-0.958345691,-16.37,2054
LS34_to_LS35_RS3_0036,-1.264327779,-17.4,2055
LS34_to_LS35_RS3_0037,-1.557565788,-18.45,2056
LS34_to_LS35_RS3_0038,-1.849874002,-19.5,2057
LS34_to_LS35_RS3_0039,-2.152879192,-20.57,2058
LS34_to_LS35_RS3_0040,-2.445926685,-21.58,2059
LS34_to_LS35_RS3_0041,-2.74072828,-22.62,2060
LS34_to_LS35_RS3_0042,-3.046430402,-23.63,2061
LS34_to_LS35_RS3_0043,-3.345358175,-24.62,2062
LS34_to_LS35_RS3_0044,-3.638907709,-25.64,2063
LS34_to_LS35_RS3_0045,-3.9495907,-26.63,2064
LS34_to_LS35_RS3_0046,-4.249374016,-27.58,2065
LS34_to_LS35_RS3_0047,-4.55220615,-28.54,2066
LS34_to_LS35_RS3_0048,-4.859952319,-29.49,2067
LS34_to_LS35_RS3_0049,-5.160860744,-30.42,2068
LS34_to_LS35_RS3_0050,-5.469465025,-31.35,2069
LS34_to_LS35_RS3_0051,-5.780578797,-32.23,2070
LS34_to_LS35_RS3_0052,-6.09342635,-33.02,2071
LS34_to_LS35_RS3_0053,-6.403263046,-33.74,2072
LS34_to_LS35_RS3_0054,-6.720537527,-34.36,2073
LS34_to_LS35_RS3_0055,-7.03882106,-34.87,2074
LS34_to_LS35_RS3_0056,-7.360348795,-35.31,2075
LS34_to_LS35_RS3_0057,-7.671733557,-35.69,2076
LS34_to_LS35_RS3_0058,-8.005054239,-35.93,2077
LS34_to_LS35_RS3_0059,-8.327596579,-36.12,2078
LS34_to_LS35_RS3_0060,-8.652551141,-36.31,2079
LS34_to_LS35_RS3_0061,-8.909881152,-35.77,2080
LS35_to_LS36_RS3_0000,-8.928227166,-33.56,2080
LS35_to_LS36_RS3_0001,-8.93540537,-33.53,2081
LS35_to_LS36_RS3_0002,-8.716779435,-29.36,2082
LS35_to_LS36_RS3_0003,-8.431366534,-25.46,2083
LS35_to_LS36_RS3_0004,-8.141002086,-22.51,2084
LS35_to_LS36_RS3_0005,-7.855475312,-20.14,2085
LS35_to_LS36_RS3_0006,-7.552950921,-18.08,2086
LS35_to_LS36_RS3_0007,-7.250473312,-16.28,2087
LS35_to_LS36_RS3_0008,-6.951936403,-14.6,2088
LS35_to_LS36_RS3_0009,-6.649765714,-13.03,2089
LS35_to_LS36_RS3_0010,-6.348239556,-11.54,2090
LS35_to_LS36_RS3_0011,-6.047520935,-10.12,2091
LS35_to_LS36_RS3_0012,-5.755156293,-8.73,2092
LS35_to_LS36_RS3_0013,-5.46695283,-7.392,2093
LS35_to_LS36_RS3_0014,-5.169737212,-6.103,2094
LS35_to_LS36_RS3_0015,-4.882597947,-4.858,2095
LS35_to_LS36_RS3_0016,-4.585710171,-3.64,2096
LS35_to_LS36_RS3_0017,-4.297569585,-2.451,2097
LS35_to_LS36_RS3_0018,-4.011269883,-1.235,2098
LS35_to_LS36_RS3_0019,-3.718694193,-0.06563,2099
LS35_to_LS36_RS3_0020,-3.435459114,1.085,2100
LS35_to_LS36_RS3_0021,-3.166444084,2.139,2101
LS35_to_LS36_RS3_0022,-2.891369104,3.194,2102
LS35_to_LS36_RS3_0023,-2.598168149,4.236,2103
LS35_to_LS36_RS3_0024,-2.308471373,5.282,2104
LS35_to_LS36_RS3_0025,-2.021844637,6.315,2105
LS35_to_LS36_RS3_0026,-1.727853336,7.297,2106
LS35_to_LS36_RS3_0027,-1.431896437,8.257,2107
LS35_to_LS36_RS3_0028,-1.142932611,9.092,2108
LS35_to_LS36_RS3_0029,-0.849848363,9.981,2109
LS35_to_LS36_RS3_0030,-0.556428474,10.87,2110
LS35_to_LS36_RS3_0031,-0.262173277,11.77,2111
LS35_to_LS36_RS3_0032,0.033976747,12.65,2112
LS35_to_LS36_RS3_0033,0.33447317,13.54,2113
LS35_to_LS36_RS3_0034,0.628841747,14.43,2114
LS35_to_LS36_RS3_0035,0.92526305,15.32,2115
LS35_to_LS36_RS3_0036,1.224222287,16.21,2116
LS35_to_LS36_RS3_0037,1.519232138,17.1,2117
LS35_to_LS36_RS3_0038,1.815515296,18.02,2118
LS35_to_LS36_RS3_0039,2.103523997,18.87,2119
LS35_to_LS36_RS3_0040,2.39574198,19.65,2120
LS35_to_LS36_RS3_0041,2.704720231,20.51,2121
LS35_to_LS36_RS3_0042,3.008388867,21.43,2122
LS35_to_LS36_RS3_0043,3.294836419,22.34,2123
LS35_to_LS36_RS3_0044,3.593146834,23.25,2124
LS35_to_LS36_RS3_0045,3.893598262,24.16,2125
LS35_to_LS36_RS3_0046,4.182345773,25.04,2126
LS35_to_LS36_RS3_0047,4.487846032,25.91,2127
LS35_to_LS36_RS3_0048,4.78007535,26.77,2128
LS35_to_LS36_RS3_0049,5.080858949,27.59,2129
LS35_to_LS36_RS3_0050,5.385055171,28.41,2130
LS35_to_LS36_RS3_0051,5.678120408,29.18,2131
LS35_to_LS36_RS3_0052,5.982808639,29.9,2132
LS35_to_LS36_RS3_0053,6.276845156,30.51,2133
LS35_to_LS36_RS3_0054,6.582871794,31.11,2134
LS35_to_LS36_RS3_0055,6.884795182,31.66,2135
LS35_to_LS36_RS3_0056,7.18685642,32.16,2136
LS35_to_LS36_RS3_0057,7.485603903,32.62,2137
LS35_to_LS36_RS3_0058,7.792779531,33.04,2138
LS35_to_LS36_RS3_0059,8.096182532,33.4,2139
LS36_to_LS37_RS3_0001,8.151511153,30.83,2140
LS36_to_LS37_RS3_0002,8.148060192,30.82,2141
LS36_to_LS37_RS3_0003,8.08243155,27.36,2142
LS36_to_LS37_RS3_0004,7.820391095,23.25,2143
LS36_to_LS37_RS3_0005,7.544654622,20.28,2144
LS36_to_LS37_RS3_0006,7.260674567,17.65,2145
LS36_to_LS37_RS3_0007,6.983867247,15.46,2146
LS36_to_LS37_RS3_0008,6.699651104,13.5,2147
LS36_to_LS37_RS3_0009,6.412542642,11.74,2148
LS36_to_LS37_RS3_0010,6.124521195,10.13,2149
LS36_to_LS37_RS3_0011,5.840133014,8.627,2150
LS36_to_LS37_RS3_0012,5.551464812,7.209,2151
LS36_to_LS37_RS3_0013,5.266687395,5.902,2152
LS36_to_LS37_RS3_0014,4.98378895,4.665,2153
LS36_to_LS37_RS3_0015,4.692522372,3.459,2154
LS36_to_LS37_RS3_0016,4.403859908,2.33,2155
LS36_to_LS37_RS3_0017,4.111772479,1.29,2156
LS36_to_LS37_RS3_0018,3.82779803,0.2797,2157
LS36_to_LS37_RS3_0019,3.534992397,-0.7224,2158
LS36_to_LS37_RS3_0020,3.246818007,-1.672,2159
LS36_to_LS37_RS3_0021,2.970908974,-2.567,2160
LS36_to_LS37_RS3_0022,2.679872546,-3.442,2161
LS36_to_LS37_RS3_0023,2.388977697,-4.247,2162
LS36_to_LS37_RS3_0024,2.09398149,-5.086,2163
LS36_to_LS37_RS3_0025,1.801515432,-5.927,2164
LS36_to_LS37_RS3_0026,1.516409888,-6.756,2165
LS36_to_LS37_RS3_0027,1.216887128,-7.606,2166
LS36_to_LS37_RS3_0028,0.922635235,-8.447,2167
LS36_to_LS37_RS3_0029,0.628485972,-9.316,2168
LS36_to_LS37_RS3_0030,0.332764737,-10.19,2169
LS36_to_LS37_RS3_0031,0.044599465,-11.07,2170
LS36_to_LS37_RS3_0032,-0.248395153,-11.96,2171
LS36_to_LS37_RS3_0033,-0.550890667,-12.82,2172
LS36_to_LS37_RS3_0034,-0.838697798,-13.69,2173
LS36_to_LS37_RS3_0035,-1.138085013,-14.52,2174
LS36_to_LS37_RS3_0036,-1.424054232,-15.48,2175
LS36_to_LS37_RS3_0037,-1.725262179,-16.44,2176
LS36_to_LS37_RS3_0038,-2.027737656,-17.34,2177
LS36_to_LS37_RS3_0039,-2.319839293,-18.21,2178
LS36_to_LS37_RS3_0040,-2.617451898,-19.13,2179
LS36_to_LS37_RS3_0041,-2.917825831,-20.04,2180
LS36_to_LS37_RS3_0042,-3.219647103,-20.9,2181
LS36_to_LS37_RS3_0043,-3.51476196,-21.76,2182
LS36_to_LS37_RS3_0044,-3.815078952,-22.59,2183
LS36_to_LS37_RS3_0045,-4.117712014,-23.43,2184
LS36_to_LS37_RS3_0046,-4.420644108,-24.23,2185
LS36_to_LS37_RS3_0047,-4.719859034,-25.03,2186
LS36_to_LS37_RS3_0048,-5.024167834,-25.8,2187
LS36_to_LS37_RS3_0049,-5.327026881,-26.56,2188
LS36_to_LS37_RS3_0050,-5.63492563,-27.35,2189
LS36_to_LS37_RS3_0051,-5.946310524,-28.16,2190
LS36_to_LS37_RS3_0052,-6.257389817,-28.94,2191
LS36_to_LS37_RS3_0053,-6.570060315,-29.71,2192
LS36_to_LS37_RS3_0054,-6.877867328,-30.45,2193
LS36_to_LS37_RS3_0055,-7.19096567,-31.12,2194
LS36_to_LS37_RS3_0056,-7.506091596,-31.78,2195
LS36_to_LS37_RS3_0057,-7.814792233,-32.35,2196
LS36_to_LS37_RS3_0058,-8.140046422,-32.84,2197
LS36_to_LS37_RS3_0059,-8.461305115,-33.25,2198
LS36_to_LS37_RS3_0060,-8.786268023,-33.63,2199
LS37_to_LS38_RS3_0001,-9.056315166,-30.79,2200
LS37_to_LS38_RS3_0002,-8.749867829,-25.85,2201
LS37_to_LS38_RS3_0003,-8.413371926,-22.06,2202
LS37_to_LS38_RS3_0004,-8.074167,-19.27,2203
LS37_to_LS38_RS3_0005,-7.72839263,-16.96,2204
LS37_to_LS38_RS3_0006,-7.372870967,-15.03,2205
LS37_to_LS38_RS3_0007,-7.024265472,-13.23,2206
LS37_to_LS38_RS3_0008,-6.671444494,-11.57,2207
LS37_to_LS38_RS3_0009,-6.322639626,-10.04,2208
LS37_to_LS38_RS3_0010,-5.978522157,-8.58,2209
LS37_to_LS38_RS3_0011,-5.631535755,-7.14,2210
LS37_to_LS38_RS3_0012,-5.289309942,-5.767,2211
LS37_to_LS38_RS3_0013,-4.952461056,-4.438,2212
LS37_to_LS38_RS3_0014,-4.607278715,-3.159,2213
LS37_to_LS38_RS3_0015,-4.272471149,-1.935,2214
LS37_to_LS38_RS3_0016,-3.926704499,-0.7469,2215
LS37_to_LS38_RS3_0017,-3.586030852,0.4159,2216
LS37_to_LS38_RS3_0018,-3.258367721,1.5,2217
LS37_to_LS38_RS3_0019,-2.930254641,2.551,2218
LS37_to_LS38_RS3_0020,-2.59789149,3.61,2219
LS37_to_LS38_RS3_0021,-2.258743913,4.651,2220
LS37_to_LS38_RS3_0022,-1.919832942,5.656,2221
LS37_to_LS38_RS3_0023,-1.578765006,6.63,2222
LS37_to_LS38_RS3_0024,-1.229133927,7.615,2223
LS37_to_LS38_RS3_0025,-0.884252598,8.56,2224
LS37_to_LS38_RS3_0026,-0.541566017,9.529,2225
LS37_to_LS38_RS3_0027,-0.206820663,10.48,2226
LS37_to_LS38_RS3_0028,0.131629027,11.47,2227
LS37_to_LS38_RS3_0029,0.482838557,12.45,2228
LS37_to_LS38_RS3_0030,0.828397568,13.37,2229
LS37_to_LS38_RS3_0031,1.179908399,14.28,2230
LS37_to_LS38_RS3_0032,1.524368836,15.26,2231
LS37_to_LS38_RS3_0033,1.867365858,16.23,2232
LS37_to_LS38_RS3_0034,2.21171868,17.22,2233
LS37_to_LS38_RS3_0035,2.557531485,18.21,2234
LS37_to_LS38_RS3_0036,2.899251138,19.23,2235
LS37_to_LS38_RS3_0037,3.239301447,20.23,2236
LS37_to_LS38_RS3_0038,3.590797139,21.27,2237
LS37_to_LS38_RS3_0039,3.937564123,22.32,2238
LS37_to_LS38_RS3_0040,4.278891054,23.38,2239
LS37_to_LS38_RS3_0041,4.63069791,24.44,2240
LS37_to_LS38_RS3_0042,4.974245587,25.45,2241
LS37_to_LS38_RS3_0043,5.316847792,26.45,2242
LS37_to_LS38_RS3_0044,5.668723873,27.39,2243
LS37_to_LS38_RS3_0045,6.015650989,28.26,2244
LS37_to_LS38_RS3_0046,6.376343725,29.07,2245
LS37_to_LS38_RS3_0047,6.716927327,29.81,2246
LS37_to_LS38_RS3_0048,7.073130586,30.5,2247
LS37_to_LS38_RS3_0049,7.427614661,31.1,2248
LS37_to_LS38_RS3_0050,7.785184812,31.57,2249
LS37_to_LS38_RS3_0051,8.133257622,32.02,2250
LS37_to_LS38_RS3_0052,8.185569491,31.12,2251
LS37_to_LS38_RS3_0053,8.377157764,32.33,2252
LS37_to_LS38_RS3_0054,8.72625382,32.68,2253
LS37_to_LS38_RS3_0055,9.09091218,32.91,2254
LS37_to_LS38_RS3_0056,9.445995562,33.13,2255
LS37_to_LS38_RS3_0057,9.801780884,33.37,2256
LS38_to_LS39_RS3_0000,9.837381539,30.04,2256
LS38_to_LS39_RS3_0001,9.836943331,30.06,2257
LS38_to_LS39_RS3_0002,9.692434938,24.89,2258
LS38_to_LS39_RS3_0003,9.381750905,20.89,2259
LS38_to_LS39_RS3_0004,9.055793293,17.89,2260
LS38_to_LS39_RS3_0005,8.722004626,15.25,2261
LS38_to_LS39_RS3_0006,8.404378769,12.99,2262
LS38_to_LS39_RS3_0007,8.066277149,11.05,2263
LS38_to_LS39_RS3_0008,7.736880875,9.295,2264
LS38_to_LS39_RS3_0009,7.399894521,7.708,2265
LS38_to_LS39_RS3_0010,7.063535649,6.219,2266
LS38_to_LS39_RS3_0011,6.727577965,4.823,2267
LS38_to_LS39_RS3_0012,6.389549605,3.53,2268
LS38_to_LS39_RS3_0013,6.054698189,2.355,2269
LS38_to_LS39_RS3_0014,5.712607111,1.266,2270
LS38_to_LS39_RS3_0015,5.379572095,0.1956,2271
LS38_to_LS39_RS3_0016,5.046778171,-0.8065,2272
LS38_to_LS39_RS3_0017,4.711260455,-1.777,2273
LS38_to_LS39_RS3_0018,4.380878465,-2.691,2274
LS38_to_LS39_RS3_0019,4.039078454,-3.574,2275
LS38_to_LS39_RS3_0020,3.703094046,-4.379,2276
LS38_to_LS39_RS3_0021,3.360747264,-5.134,2277
LS38_to_LS39_RS3_0022,3.013135931,-5.866,2278
LS38_to_LS39_RS3_0023,2.669069313,-6.632,2279
LS38_to_LS39_RS3_0024,2.321953698,-7.412,2280
LS38_to_LS39_RS3_0025,1.982303099,-8.209,2281
LS38_to_LS39_RS3_0026,1.634737744,-9.034,2282
LS38_to_LS39_RS3_0027,1.28944554,-9.822,2283
LS38_to_LS39_RS3_0028,0.94298932,-10.64,2284
LS38_to_LS39_RS3_0029,0.589897529,-11.32,2285
LS38_to_LS39_RS3_0030,0.247401867,-12.12,2286
LS38_to_LS39_RS3_0031,-0.096898008,-12.99,2287
LS38_to_LS39_RS3_0032,-0.436449508,-13.85,2288
LS38_to_LS39_RS3_0033,-0.785392438,-14.67,2289
LS38_to_LS39_RS3_0034,-1.133392305,-15.49,2290
LS38_to_LS39_RS3_0035,-1.4719153,-16.37,2291
LS38_to_LS39_RS3_0036,-1.830359402,-17.25,2292
LS38_to_LS39_RS3_0037,-2.179272679,-18.16,2293
LS38_to_LS39_RS3_0038,-2.519247805,-19.06,2294
LS38_to_LS39_RS3_0039,-2.867256888,-19.95,2295
LS38_to_LS39_RS3_0040,-3.22019427,-20.83,2296
LS38_to_LS39_RS3_0041,-3.563348181,-21.68,2297
LS38_to_LS39_RS3_0042,-3.918035282,-22.54,2298
LS38_to_LS39_RS3_0043,-4.269924051,-23.4,2299
LS38_to_LS39_RS3_0044,-4.62530219,-24.25,2300
LS38_to_LS39_RS3_0045,-4.970788455,-25.05,2301
LS38_to_LS39_RS3_0046,-5.330612135,-25.81,2302
LS38_to_LS39_RS3_0047,-5.688880301,-26.64,2303
LS38_to_LS39_RS3_0048,-6.04941612,-27.42,2304
LS38_to_LS39_RS3_0049,-6.411131409,-28.15,2305
LS38_to_LS39_RS3_0050,-6.769809329,-28.87,2306
LS38_to_LS39_RS3_0051,-7.135737517,-29.49,2307
LS38_to_LS39_RS3_0052,-7.498866874,-30.16,2308
LS38_to_LS39_RS3_0053,-7.859787666,-30.78,2309
LS38_to_LS39_RS3_0054,-8.232510475,-31.25,2310
LS38_to_LS39_RS3_0055,-8.598450749,-31.76,2311
LS38_to_LS39_RS3_0056,-8.976839155,-32.17,2312
LS38_to_LS39_RS3_0057,-9.347625538,-32.47,2313
LS38_to_LS39_RS3_0058,-9.725695569,-32.63,2314
LS38_to_LS39_RS3_0059,-10.10447753,-32.75,2315
LS38_to_LS39_RS3_0060,-10.47662166,-32.92,2316
LS38_to_LS39_RS3_0061,-10.85882588,-32.65,2317
LS39_to_LS40_RS3_0001,-10.845546,-30.17,2318
LS39_to_LS40_RS3_0002,-10.51596386,-23.97,2319
LS39_to_LS40_RS3_0003,-10.17544545,-20.73,2320
LS39_to_LS40_RS3_0004,-9.828448073,-18.23,2321
LS39_to_LS40_RS3_0005,-9.473309078,-16.14,2322
LS39_to_LS40_RS3_0006,-9.122946294,-14.27,2323
LS39_to_LS40_RS3_0007,-8.769388717,-12.58,2324
LS39_to_LS40_RS3_0008,-8.41118157,-11.1,2325
LS39_to_LS40_RS3_0009,-8.063063127,-9.691,2326
LS39_to_LS40_RS3_0010,-7.710281015,-8.402,2327
LS39_to_LS40_RS3_0011,-7.367819327,-7.174,2328
LS39_to_LS40_RS3_0012,-7.023489782,-5.987,2329
LS39_to_LS40_RS3_0013,-6.676622847,-4.804,2330
LS39_to_LS40_RS3_0014,-6.331617432,-3.649,2331
LS39_to_LS40_RS3_0015,-5.985578402,-2.545,2332
LS39_to_LS40_RS3_0016,-5.642897069,-1.505,2333
LS39_to_LS40_RS3_0017,-5.295276114,-0.5026,2334
LS39_to_LS40_RS3_0018,-4.962850044,0.4461,2335
LS39_to_LS40_RS3_0019,-4.618351271,1.375,2336
LS39_to_LS40_RS3_0020,-4.287410439,2.267,2337
LS39_to_LS40_RS3_0021,-3.946510385,3.186,2338
LS39_to_LS40_RS3_0022,-3.605520041,4.071,2339
LS39_to_LS40_RS3_0023,-3.266560002,4.94,2340
LS39_to_LS40_RS3_0024,-2.914677838,5.788,2341
LS39_to_LS40_RS3_0025,-2.572235618,6.63,2342
LS39_to_LS40_RS3_0026,-2.232498242,7.418,2343
LS39_to_LS40_RS3_0027,-1.890660244,8.226,2344
LS39_to_LS40_RS3_0028,-1.541980454,9.035,2345
LS39_to_LS40_RS3_0029,-1.198390613,9.807,2346
LS39_to_LS40_RS3_0030,-0.852720993,10.52,2347
LS39_to_LS40_RS3_0031,-0.505793438,11.28,2348
LS39_to_LS40_RS3_0032,-0.160269453,12.04,2349
LS39_to_LS40_RS3_0033,0.193688445,12.8,2350
LS39_to_LS40_RS3_0034,0.545565175,13.57,2351
LS39_to_LS40_RS3_0035,0.884015087,14.35,2352
LS39_to_LS40_RS3_0036,1.230022276,15.13,2353
LS39_to_LS40_RS3_0037,1.578249058,15.94,2354
LS39_to_LS40_RS3_0038,1.926458632,16.76,2355
LS39_to_LS40_RS3_0039,2.269368002,17.55,2356
